corpus,metric,n_quarters,pre_slope,pre_slope_p,level_jump,level_jump_p,slope_change,slope_change_p,post_slope,mk_tau_full,mk_p_full,mk_tau_post,mk_p_post,theil_slope_full,prepost_diff,prepost_diff_lo,prepost_diff_hi,prepost_p
Hacker News,sem_pairwise_cosine,42,4.7051959522465206e-05,0.20121230123595757,-0.00295961386809342,0.03568106426930868,0.0010133458542155257,4.449553032448956e-09,0.0010603978137379909,0.3797909407665505,0.0003943649552626355,0.6571428571428571,0.00033037090163412914,0.00019654444463112,0.005121898261387037,0.0022569629435519687,0.008065893688637752,0.0
Hacker News,lc_sem_pairwise_cosine,42,-5.4262443365556064e-05,0.5889490646694848,3.800052920923877e-05,0.9857309970327095,0.0008654663153286122,6.680044565118991e-05,0.0008112038719630562,0.3356562137049942,0.0017361661263948836,0.5428571428571429,0.00414288160001619,0.00019539852687633724,0.004956753425832794,0.002075587859841168,0.007869499201261005,0.0002
