corpus,metric,n_quarters,pre_slope,pre_slope_p,level_jump,level_jump_p,slope_change,slope_change_p,post_slope,mk_tau_full,mk_p_full,mk_tau_post,mk_p_post,theil_slope_full,prepost_diff,prepost_diff_lo,prepost_diff_hi,prepost_p
Seasoned Advice,sem_pairwise_cosine,64,-0.00021035558091736945,0.0045918400146283365,0.004900494617477952,0.02108764840590273,-0.0003137358278715545,0.08987490220652337,-0.0005240914087889239,-0.3839285714285714,7.316618010469175e-06,-0.3904761904761905,0.04629247541540862,-0.0001431064755731939,-0.004027034766979312,-0.0068247018843730425,-0.0010827191792216618,0.9959
Seasoned Advice,lc_sem_pairwise_cosine,64,-0.00018476406434466086,0.07287166320984705,0.004793901952775747,0.03616116691949401,-7.333593041191518e-05,0.6814342315145234,-0.00025809999475657607,-0.20238095238095236,0.01808867968369637,-0.08571428571428572,0.6971814254173712,-6.807652027004368e-05,-0.0016318996191372892,-0.0045530198613364554,0.0015554878065202034,0.8494
