quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim,sem_pairwise_cosine_lo,sem_pairwise_cosine_hi,lc_sem_pairwise_cosine_lo,lc_sem_pairwise_cosine_hi
2008Q3,581,581,151,0.19684618325750938,0.8017714521697841,58.665737290331435,0.21357647900218676,0.7812154182097483,41.52627925107122,0.18427237008123812,0.21220472571375742,0.18868594587805948,0.2394688226154279
2008Q4,226,226,85,0.13623083985203738,0.8599471727136796,50.621368638018275,0.1515263886312996,0.8384915688820098,31.62354711785797,0.12279164886198046,0.14985807717997535,0.13020225483566344,0.17643066100019691
2009Q1,326,326,122,0.10920179837039667,0.8880656918086536,54.84935692879301,0.13927328184801918,0.8536715811179482,31.87117934492216,0.1003908414740384,0.11900573545194902,0.12481986699476671,0.15551706341397598
2009Q2,88,88,42,0.14101674885492294,0.8492220778366103,31.655696906574004,0.13718590690118446,0.8422709004059866,22.16645577605778,0.1143044150668563,0.16939658608586844,0.10400211599934507,0.180841372270581
2009Q3,235,235,98,0.14927549713401275,0.8471043985984724,51.6449648434443,0.17882816798034026,0.8127925276112958,33.536861888323735,0.1341263692016362,0.1648604035643094,0.1580481758803355,0.2004891395243233
2009Q4,92,92,53,0.21188898008058743,0.7795445957898537,35.47309591573238,0.2579430877657307,0.7280558384185284,25.75911766547788,0.17861292983426874,0.24761450367907054,0.21452640602118003,0.2989339496069809
2010Q1,87,87,48,0.15287957248881925,0.8373834111030063,30.806750958672733,0.1638244265934468,0.8187552489605834,24.110247043986455,0.12726419628593297,0.1807579108657748,0.1310648170119437,0.19748372473253362
2010Q2,172,172,97,0.21763624097552464,0.7778151325185191,43.15015665542892,0.28504363386529574,0.7075856819477486,34.88867519295016,0.19117856402732736,0.24535192313230123,0.24844417529734064,0.3206428544939123
2010Q3,2613,800,278,0.10413612985637874,0.8947440403059417,84.71988972877175,0.12730073497019664,0.8695600590404875,67.37769861819324,0.0984026301832282,0.11044479568420285,0.11756405933597157,0.1373799265644409
2010Q4,8931,800,372,0.09706703061723768,0.9018043031710339,86.1000359659259,0.10796781188948487,0.8896342521209707,74.79530126618758,0.0916979792853274,0.10375650947807608,0.0990259079589687,0.11687525428615432
2011Q1,11254,800,384,0.09641592494100537,0.9024545949651709,86.70205097518624,0.10791939404769824,0.8897574793743009,79.66087828771744,0.09128629729258593,0.1019925919652194,0.09911050481278497,0.1164582661215211
2011Q2,9372,800,436,0.0881749643938642,0.9106852543116282,87.0516786191338,0.10439469571607883,0.8935511636777654,78.78958170304219,0.08326675457979082,0.09292086658542703,0.09775694531827482,0.11123828021665481
2011Q3,9812,800,460,0.08349488123320334,0.9153594873683382,85.02803416483204,0.09844718901818023,0.899592913566642,77.19590848347345,0.07829169699041534,0.08865206011872066,0.0920564636545877,0.10475100596568293
2011Q4,7576,800,455,0.08654335579758404,0.912314823397163,82.68584260829623,0.09929739119399952,0.8987230426328005,77.4239734078979,0.08146864972800731,0.09144559268343809,0.09253113958263502,0.10591234278835478
2012Q1,7036,800,453,0.07740621525228483,0.9214405425167805,84.57747322327245,0.09139306023269682,0.9066011849333797,76.86334951008357,0.07288154083599596,0.08180304305408032,0.08509184807994688,0.09774561200419155
2012Q2,6325,800,475,0.07240613313045026,0.9264343745359628,86.10937170400788,0.08488528113837415,0.9131881615587593,79.98321785733137,0.06796181866407033,0.07698011002093953,0.07932653265849374,0.09126312741429089
