quarter,n_answers,n_questions,ai_match_cosine,ai_mismatch_cosine,match_minus_mismatch
2011Q2,25,22,0.6093822780339982,0.15437193131998977,0.45501034671400853
2011Q3,25,24,0.5384301105765998,0.15623864000390536,0.38219147057269437
2011Q4,23,20,0.5910384249092688,0.08920037965185697,0.5018380452574117
2012Q1,23,22,0.5647894785056238,0.12253439300782878,0.44225508549779496
2012Q2,23,23,0.5724338114543034,0.12127038153421568,0.4511634299200876
2012Q3,25,24,0.5178706458938261,0.11764310425756452,0.4002275416362616
2012Q4,24,24,0.5515352055330016,0.10757122336670244,0.44396398216629923
2013Q1,23,23,0.5485421355640537,0.11276834113101186,0.4357737944330421
2013Q2,25,24,0.6084150296053323,0.13915474338695635,0.46926028621837595
2013Q3,25,25,0.6224446884418515,0.13243882519202035,0.49000586324983125
2013Q4,25,24,0.5659658051618804,0.1260245813495925,0.439941223812288
2014Q1,24,24,0.5628230071640546,0.15203509636116452,0.41078791080289
2014Q2,25,25,0.5374282676543626,0.12306271985235118,0.4143655478020115
2014Q3,23,23,0.5147476541666122,0.12194989251658273,0.39279776165002944
2014Q4,23,22,0.5646694163264159,0.07478451937496819,0.4898848969514478
2015Q1,24,22,0.6161807480376402,0.1422157753506831,0.4739649726869571
2015Q2,25,25,0.6219269680207761,0.10574806391136748,0.5161789041094085
2015Q3,24,24,0.5262985775551762,0.1287308608716665,0.3975677166835097
2015Q4,25,24,0.6041184058318099,0.11234063800071216,0.4917777678310976
2016Q1,24,24,0.5576309810975831,0.11827927359724748,0.43935170750033564
2016Q2,25,25,0.5913336352845991,0.1152564074377516,0.4760772278468476
2016Q3,24,23,0.6162863677934272,0.1914421821947272,0.4248441855987
2016Q4,24,23,0.6297334302867456,0.12994740469072372,0.49978602559602187
2017Q1,24,24,0.5931274801010765,0.11041878330108451,0.48270869679999207
2017Q2,24,23,0.5625050145215756,0.14041985639307628,0.4220851581284993
2017Q3,22,22,0.5630907541459177,0.12345288666925179,0.4396378674766659
2017Q4,24,24,0.5280998585620443,0.10620667523260147,0.42189318332944287
2018Q1,21,20,0.5272538700607649,0.10690829371243109,0.4203455763483338
2018Q2,24,24,0.5467782746868441,0.11910747501686325,0.42767079966998095
2018Q3,23,23,0.5457581843766667,0.08842711562468006,0.45733106875198676
2018Q4,24,24,0.5936696413292166,0.12513110539577937,0.4685385359334373
2019Q1,23,23,0.5777530353151216,0.11808128904607518,0.45967174626904655
2019Q2,25,25,0.5332596018837034,0.12771678763035252,0.40554281425335076
2019Q3,24,22,0.6025268746682012,0.11678821542601285,0.48573865924218834
2019Q4,24,24,0.6333630323294611,0.10622685478638522,0.5271361775430758
2020Q1,24,24,0.5277592581965785,0.1363562393575608,0.3914030188390177
2020Q2,24,23,0.5399886991441548,0.09267225138962347,0.44731644775453144
2020Q3,24,24,0.5687550972677249,0.10993505041687156,0.45882004685085337
2020Q4,23,20,0.5289471863851376,0.09220270776555377,0.43674447861958376
2021Q1,24,24,0.6033090549533131,0.11532297659698965,0.4879860783563234
2021Q2,24,24,0.5647603706184553,0.13354065176719732,0.4312197188512579
2021Q3,25,24,0.5857808497509182,0.09852197038128602,0.487258879369632
2021Q4,25,23,0.5926618815054089,0.12945918751115548,0.4632026939942533
2022Q1,25,25,0.5575107038420725,0.1268623928999789,0.4306483109420936
2022Q2,25,25,0.456203977759927,0.13522545636972402,0.32097852139020305
2022Q3,23,23,0.4997979688093017,0.13864196049323782,0.36115600831606387
2022Q4,25,25,0.5605883107515107,0.13997236336248747,0.4206159473890232
2023Q1,24,23,0.5223775004230123,0.11987131176666117,0.40250618865635107
2023Q2,25,24,0.5427540812106916,0.12596061274043074,0.41679346847026094
2023Q3,25,23,0.5662837045638455,0.12170937336144057,0.44457433120240486
2023Q4,24,23,0.5637088942743992,0.1370814140523553,0.4266274802220438
2024Q1,23,21,0.4987907466476527,0.17461217023640094,0.32417857641125164
2024Q2,23,23,0.5738652122123845,0.1351365369087789,0.43872867530360576
2024Q3,23,23,0.5417542715773332,0.13676868901095413,0.40498558256637907
2024Q4,24,24,0.5547657305616552,0.1270827270849484,0.4276830034767068
2025Q1,25,25,0.6258638563621038,0.10392877942447329,0.5219350769376304
2025Q2,25,25,0.5884155695658608,0.12237434913614517,0.46604122042971563
2025Q3,24,23,0.52556347260412,0.16552117548227638,0.36004229712184355
2025Q4,25,24,0.544469989938673,0.16669266467300806,0.3777773252656649
2026Q1,25,24,0.6069671017305168,0.13013122256801746,0.4768358791624995
2026Q2,24,21,0.5730520922307908,0.15400420013307778,0.419047892097713
