quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim
2016Q4,956,800,615,0.13049909596520892,0.8684140279047476,118.12920867657242,0.08280924006843537,0.915699392842245,122.68668366863842
2017Q1,916,800,636,0.13263478338167536,0.8662810100975518,117.54779367000438,0.08360619622815024,0.9149529330112022,124.58806256253098
2017Q2,784,784,622,0.13015499616369647,0.8687355076579408,113.12188402618237,0.08426874984608014,0.914259013417338,120.87593210659388
2017Q3,1075,800,641,0.13013140761910214,0.8687812566404217,119.40857720487621,0.08291591598930714,0.9156533756113002,124.97477472573163
2017Q4,965,800,635,0.12461219433480665,0.8742935709081119,118.17754316757551,0.08143288649438048,0.9171205511221461,126.0922301011472
2018Q1,1368,800,664,0.13368569960314647,0.8652314075213574,114.43181083138502,0.08267357573152873,0.9159449085692718,124.08930346220042
2018Q2,1929,800,665,0.12614335336834734,0.872764325823363,115.59520788864715,0.0790067096573043,0.9196083380263909,121.8482822339186
2018Q3,1490,800,653,0.12448620667870437,0.874419401079644,101.77089463969193,0.07709341703431669,0.9214932497605292,118.2956218021768
2018Q4,1295,800,665,0.12531739340388934,0.8735892533378655,105.78851547548771,0.07914422055867842,0.9194710339083271,120.15024776657981
2019Q1,1227,800,640,0.12125282836849743,0.8776487376669632,112.15431443022119,0.07982608901742091,0.9187361392466689,120.55156589491985
2019Q2,891,800,657,0.12232220018490036,0.8765807025653307,96.03663110350185,0.07963708396994074,0.9189620592324488,114.7534197001265
2019Q3,1151,800,686,0.13090535062983505,0.8680082810584522,106.44590357198706,0.0794974478960095,0.9191607116490285,124.40617357261101
2019Q4,934,800,659,0.13423998305616203,0.8646778169226582,113.19062764276846,0.08187437358418811,0.9167324160570626,124.95870157355708
2020Q1,851,800,653,0.1328194097967871,0.8660966144654589,116.43502794967395,0.08217751983148856,0.9164169327256806,127.452286940906
2020Q2,812,800,621,0.12121364761362839,0.8776878694458886,111.55048291300561,0.07877739835171682,0.919739151404083,123.98868631020221
2020Q3,856,800,638,0.12530544959298967,0.8736011822190015,115.0557414121692,0.0811351359144641,0.9174246370258408,121.83383762699334
2020Q4,825,800,655,0.1384954199969095,0.8604276992780866,113.01217602660626,0.08316245796857753,0.9154377900588554,124.38337128673743
2021Q1,870,800,638,0.12946701725890689,0.8694448165126667,115.86006996861688,0.08192883436811826,0.91663218261365,124.95682406236374
2021Q2,997,800,655,0.1326375960248909,0.8662782009701402,110.51480605617013,0.0804444464295726,0.9181516519619229,121.20118582799489
2021Q3,878,800,629,0.1258594440155094,0.87304788028951,113.27170674325933,0.08151906438746537,0.9170207115495577,121.84729244929495
2021Q4,747,747,604,0.1388851435560231,0.8599620922452567,110.10401440348045,0.08394432987745248,0.9145390216620797,119.86129151078329
2022Q1,897,800,654,0.1370169978832937,0.8619042733640604,111.34523979395925,0.08368979393360346,0.914909120124399,120.90558312242722
2022Q2,979,800,655,0.13779488128602257,0.861127362315585,113.77495368057573,0.08214517046504606,0.9164535244516945,125.6140775124122
2022Q3,1193,800,678,0.14183263088470538,0.8570946599039004,113.22539216690011,0.0814586657371678,0.9171865535338309,125.27586622865256
2022Q4,943,800,659,0.1309902759131044,0.867923461931787,116.38270214218309,0.08186582766164514,0.9167409490115895,126.22059344201723
2023Q1,1767,800,649,0.13673815303622436,0.8621827696550709,113.81979188886875,0.08091337838088805,0.9176704634964322,124.07798263671056
2023Q2,1214,800,659,0.14459347183024399,0.8543372700095438,112.00129737292886,0.08200697111946234,0.9166000197320088,125.34897019422012
2023Q3,1867,800,644,0.1306826630924582,0.8682306902364073,117.07931041174402,0.0822987654034063,0.9162762326795182,124.54803092464336
2023Q4,2262,800,609,0.12173124016446746,0.8771709238857381,115.31412379302766,0.08251466643106795,0.9159787895072425,118.74940168659775
2024Q1,2348,800,631,0.12424958760778025,0.8746557243767294,119.77495892351943,0.08179532294179387,0.9167495190913943,125.93713371713406
2024Q2,2059,800,622,0.12660882729166797,0.8722994337424466,120.71193574792969,0.08188522540393886,0.9166387058266141,126.33074679636441
2024Q3,2010,800,656,0.13997606201439317,0.8589489080631248,110.43352778100724,0.08252660337508089,0.916074809130064,124.48148419922308
2024Q4,2298,800,636,0.13156077305618713,0.8673536779101332,113.96905511530532,0.08252644660418404,0.9160309849156338,121.2323070022394
2025Q1,1685,800,635,0.12861809509382835,0.8702926775250389,117.73872221216457,0.08184342810283632,0.9167106560359083,126.42072630358894
2025Q2,1671,800,598,0.12280559900650005,0.8760979079922581,120.49605659187581,0.08296090720923655,0.9155055826021501,122.99248488545794
2025Q3,1607,800,587,0.12323112029649774,0.8756729186038729,121.24609255611765,0.08233407814039215,0.9161026068308862,121.77294288504561
2025Q4,1425,800,598,0.12886036038846072,0.8700507150620249,115.76401445573336,0.08156622533023407,0.9168979322372078,121.30844735368476
2026Q1,1902,800,612,0.13066736189872155,0.8682459723036519,114.89065687344115,0.0841343439795408,0.9143691435106218,119.63523261712709
