quarter,volume,n_sample,n_lc,mean_len,mean_mtld,mean_ttr,mean_yule_k,mean_yule_i,mean_hdd,mean_mattr,mean_pairwise_cosine,lc_mtld,lc_ttr,lc_yule_k,lc_yule_i,lc_hdd,lc_mattr,lc_pairwise_cosine
2011Q2,369,369,278,253.91327913279133,76.78790821860521,0.600310702861121,120.12424319268243,91.61038420312813,0.8230300497453418,0.7905272876568856,0.023775517671364033,78.08297318739517,0.681115107913669,125.10791366906474,89.39397183100833,0.8156168821723507,0.786397235153054,0.01701474021134933
2011Q3,432,432,337,233.91435185185185,73.49298318336469,0.5920428936274618,126.31973973175731,88.80078435417298,0.8165055879210485,0.7810002913040094,0.024116767918178583,73.37622786035195,0.668486646884273,134.44510385756678,84.41021492543486,0.806432641650283,0.772684005352883,0.017228690837767423
2011Q4,365,365,274,226.3041095890411,77.45252008180785,0.6095199460356858,120.96615656062615,90.45960188021829,0.8231895365636599,0.7882360175375867,0.023320651555502385,78.29821490398841,0.6824087591240876,124.2919708029197,89.72749471413243,0.8165667500097643,0.7836639473307571,0.01630171456840883
2012Q1,271,271,216,271.02952029520293,81.56333703945099,0.5977782589620778,115.30533470015259,95.59077711350419,0.8268796416715393,0.7980192335351327,0.02464370849646055,82.27212650998074,0.6886111111111112,123.17592592592592,90.11107737954734,0.8202035839525281,0.7960530137981118,0.017064248597232802
2012Q2,383,383,299,263.08877284595303,74.6099478623239,0.5887518226874433,124.45646623442545,89.61666827066374,0.8201542736231145,0.782749464248523,0.022691865807068147,76.72527923975356,0.6775585284280936,126.16053511705685,89.98617800965756,0.8141094420530175,0.7835503967473277,0.015433444083519354
2012Q3,377,377,264,246.6339522546419,73.99818828374983,0.5997232435690292,121.79655795410393,93.36109341351298,0.8196328169215735,0.7815099123203089,0.022070039126865306,73.07938327054578,0.6664393939393939,136.8181818181818,85.06038404441824,0.8050402723823445,0.7695825906120023,0.016374423481499718
2012Q4,410,410,317,275.4609756097561,75.60599292488723,0.5873480913216519,125.09374254500663,90.13294635491052,0.819007340021014,0.7827447292208174,0.02288609987577336,75.83864922551845,0.6750788643533123,132.73186119873816,87.38580874260893,0.8105610866022132,0.7801781406568936,0.01581099356366928
2013Q1,437,437,345,269.6270022883295,73.43900438920828,0.5834776599137624,122.94095247876814,88.89968264764416,0.8197546765231144,0.7814870920364312,0.023453548500065025,72.17662047270683,0.6690144927536232,133.07246376811594,84.92384393995613,0.8068777535801114,0.776075021312873,0.01605082340516736
2013Q2,515,515,387,269.45242718446605,75.26146806240021,0.5950584589541066,119.65911001001693,92.8550785657874,0.8235168986927298,0.7903341261885622,0.02314403537057225,76.44849220260089,0.6767700258397932,125.5813953488372,89.37953797413742,0.8144567732068464,0.7831717079596696,0.015078869702646165
2013Q3,465,465,353,254.8279569892473,72.23785219580893,0.5794706710928057,129.11294867612628,87.32693942604692,0.8146139080505924,0.7755914983363782,0.02237378939320934,72.138983631339,0.6665722379603399,133.8640226628895,84.11554456931442,0.8060672185174145,0.7709670610453814,0.014757093332570068
2013Q4,519,519,409,269.00963391136804,76.52708411837804,0.5897173454745817,123.5220477242574,94.41623984446706,0.8254381089808617,0.788282730857862,0.024807097653855262,76.99314261793194,0.6772860635696821,126.72860635696821,88.40149722567436,0.8140732858172139,0.7837873340045063,0.016404305972725238
2014Q1,733,733,549,253.3069577080491,73.4819054723877,0.5900222512809339,127.96428023725566,88.03257118656732,0.816159486405325,0.7789128089369473,0.022858538562285497,71.64716286938061,0.6662295081967213,137.3551912568306,83.45473782225625,0.8041622271066551,0.7705382335083397,0.015656790289990948
2014Q2,1088,1000,767,246.296,71.65445629894685,0.5868932603441149,128.2561009837189,87.56571488687328,0.8168520434273415,0.776171924598383,0.02215294918969187,71.89575161668648,0.667496740547588,133.2411994784876,84.2425664032919,0.806695966678914,0.7712304113301122,0.015322989355268882
2014Q3,1181,1000,782,254.692,72.9186306963623,0.5827914174377099,125.92611615229005,90.12031678558087,0.8187633521066807,0.7806786227178762,0.022356413899936537,71.97154079626779,0.6644373401534526,135.9462915601023,84.13508564900647,0.8045724784541387,0.7714818715209869,0.015389023793803585
2014Q4,1013,1000,760,245.072,75.60609655893501,0.5902157716696308,129.26921986599132,89.26775468456621,0.8181264725196535,0.7816865028232193,0.022561332145080968,75.71677679476211,0.6743289473684211,131.44736842105263,87.11545504741156,0.8104386319887932,0.7777435500515995,0.015251328643535423
2015Q1,941,941,734,234.9404888416578,73.9151043938883,0.5890334433515086,127.36729789842192,90.7145708008854,0.8164372974404245,0.7790210039200174,0.022454131989490558,74.3999105252959,0.6732152588555859,129.68664850136238,87.99779700639031,0.8108569014574241,0.7779387722391409,0.016064183532684406
2015Q2,1156,1000,766,242.433,74.79554057475546,0.5912549125780997,127.05987111180605,89.08864437041332,0.8180234570585267,0.7792374840642791,0.02383792428270584,74.62797075203639,0.6730809399477807,132.92950391644908,85.14681088444459,0.8085323285149503,0.7760876465468695,0.016008169043913
2015Q3,980,980,785,252.62755102040816,75.34782660839667,0.5821890273393849,130.98819299564036,89.13072087938961,0.8176312449927652,0.7788920985796242,0.022938853508632718,75.03415107288427,0.6749171974522292,133.4828025477707,86.25087726452344,0.8100950733235504,0.7767158736105908,0.015117625827138562
2015Q4,1665,1000,822,252.3,76.99824075099654,0.5804595317154783,127.77495838441935,89.63769907354815,0.8203009422151739,0.7810265246550626,0.02319903260847311,76.47565502375016,0.677189781021898,130.57907542579076,88.67816778455233,0.8119674498030865,0.7790649301082964,0.015240384156707821
2016Q1,1312,1000,803,264.462,75.5370751567302,0.5778991306603358,128.22362193077947,88.35783509281411,0.8175210322868898,0.7790634700511625,0.02370048230109429,75.44183582410336,0.674719800747198,132.9838107098381,87.0949366572919,0.8102638263291262,0.7777120113300613,0.01555950791920368
2016Q2,1043,1000,794,267.208,74.73692659040971,0.5755605956132517,133.47515004356106,88.08249010771222,0.8181616670837332,0.7787431916848093,0.022579226093908653,74.77369325939671,0.6702770780856424,134.4962216624685,85.36977629963836,0.8072115313149366,0.7735763322961426,0.014821834783456916
2016Q3,952,952,764,267.8939075630252,73.41084966440282,0.5748587296939577,129.97714393966652,88.44086989903069,0.818321259091299,0.7782445219337475,0.023236009992960667,73.61665863872845,0.668586387434555,137.88219895287958,84.42589593085138,0.8055388880677321,0.7712883687506416,0.014727194829502115
2016Q4,956,956,738,286.39539748953973,73.58886912915341,0.5787549685751283,127.37914388734927,89.40533731901695,0.8184777536259453,0.7800655379534266,0.024193311126189204,73.91455469596009,0.6714498644986451,135.20054200542006,84.68327926012184,0.807452446975376,0.7735134704288218,0.01543832957954893
2017Q1,916,916,736,303.1561135371179,71.20874132327464,0.5615573021377905,131.73770240322716,86.2497973803039,0.8147347918275101,0.7720647577339538,0.02416450509721006,72.6848162867754,0.6665489130434782,137.06521739130434,84.10026921299902,0.8044522766157454,0.7710352728047741,0.01544386524832235
2017Q2,784,784,622,278.07142857142856,73.57372289344073,0.5751716141044452,129.79274062921652,88.59663851613769,0.8174866947030508,0.7798613553062205,0.023102627825029216,73.22422426133181,0.6713987138263666,133.35048231511254,84.86242973407684,0.8083135677232471,0.7763917785763823,0.015522539352604883
2017Q3,1075,1000,808,278.2,72.97635464375698,0.5691232492914313,126.59466412004244,88.17053582103165,0.8175015012615388,0.7776060659082775,0.0239222461499221,73.18664818555743,0.670420792079208,132.0,85.74500528630384,0.8086538280964899,0.7760085420306736,0.015704509395194896
2017Q4,965,965,774,266.5637305699482,71.61879144275235,0.5703010950260265,129.49546696607558,86.24244112395073,0.8132635562009832,0.7746385477899816,0.02216813789374922,71.57032840658282,0.6661886304909559,134.4108527131783,84.1118798208899,0.8053374071202409,0.7710340983938795,0.01473641431071181
2018Q1,1368,1000,826,274.561,76.9306340205781,0.5758391274675159,123.05212499249308,91.78294317148944,0.8231623814469863,0.7838615607082227,0.023500064886963188,76.27232906158427,0.6752058111380146,131.7602905569007,87.82779777497908,0.8107067834678546,0.7792631628922756,0.014928091874321769
2018Q2,1929,1000,800,262.273,74.95944534162335,0.5773538833668009,125.64980530348332,90.85945337394452,0.8196043705661277,0.7795389055129806,0.022406002633917576,74.80887702349914,0.6723375,130.165,88.46515124473234,0.81007842727352,0.7761446078431373,0.015203543006512898
2018Q3,1490,1000,822,318.143,73.41612815495169,0.5588346377564692,128.48809007206015,89.05595105413526,0.8173737801600293,0.7753840999816538,0.023606480503462635,74.32636586567708,0.67,134.7712895377129,85.89025469120267,0.807167418072064,0.7734521253756977,0.01485116114083255
2018Q4,1295,1000,820,288.585,71.77142779308139,0.5621678454115655,132.4167841223479,87.3638284646501,0.8159527260402006,0.7717303061974015,0.022534305396415016,71.72544056868345,0.6648414634146342,136.75121951219512,83.75661356738331,0.8041980952271596,0.7697718794835008,0.014889892172660318
2019Q1,1227,1000,799,278.131,69.81197109379602,0.564116618740496,134.52732929663884,86.71010163109285,0.8122835631422255,0.7690582322970771,0.02148309442581784,68.84541218879798,0.658685857321652,140.72590738423028,81.47585266199054,0.8000079383498349,0.762578222778473,0.014506686035977967
2019Q2,891,891,732,272.9012345679012,70.89170744512465,0.5612030775695971,133.14398862084553,86.35953912721662,0.8129582487800068,0.7697230122119838,0.022853973345394026,70.44284547809742,0.6612021857923497,141.54644808743168,83.28338487973875,0.8007548496020901,0.7656589521054323,0.015331568561412368
2019Q3,1151,1000,857,305.721,71.5071519280212,0.5496749180365612,127.74793653997584,87.81733918505316,0.8169138947518707,0.7732173656306993,0.02539130742434973,70.9076913839452,0.662730455075846,140.35472578763128,83.17965341913875,0.8017897567951514,0.767760312993342,0.01591545457445754
2019Q4,934,934,768,310.40256959314775,70.90475908107784,0.5556539855166618,138.8558261455426,84.96816070823907,0.812825542023921,0.7709288295996385,0.02291408405224967,72.18408004227192,0.6652604166666666,139.61979166666666,82.94114557754801,0.8026776072363204,0.7696680964052288,0.014452468285725538
2020Q1,851,851,691,302.05287896592245,74.78887418540111,0.5659889731926335,126.98782586781854,90.63066894479462,0.8216468040857231,0.7781591741604102,0.023704346967574338,74.14285463750781,0.6689290882778582,132.2836468885673,86.10002520582584,0.8074147906957497,0.7734020033483726,0.01486452959232754
2020Q2,812,812,630,266.2549261083744,73.81234506742996,0.5811249938183852,130.046731304233,88.78489632688056,0.8159246478055593,0.7774632918379893,0.02276042239366648,73.85395991997481,0.6694444444444444,134.1873015873016,85.68336452542559,0.8068200840162457,0.7707108621226268,0.01515798665544044
2020Q3,856,856,683,282.89719626168227,74.47263170929368,0.5732999418237921,131.87103918981083,88.9750346106476,0.8180603547511949,0.7770766314520298,0.02274502605277776,74.37520977179946,0.6691654465592972,135.10102489019033,85.50069328279655,0.8061318028887874,0.7719656647432033,0.015284032069452976
2020Q4,825,825,677,314.1309090909091,78.19069241407864,0.567812424130195,123.39202809745125,91.65434285947138,0.8236429390150701,0.784576913499516,0.02503673235133089,78.3111015278613,0.6800443131462334,128.74741506646973,89.72914986127032,0.8135180603450446,0.7800573464245374,0.01540472423596012
2021Q1,870,870,690,280.74252873563216,78.83283147285269,0.5775220163806406,123.94019580285801,93.21048494880624,0.8214345198804093,0.7809314169156443,0.02455649763275673,78.03259440617829,0.6777101449275362,128.46376811594203,90.96283191126986,0.8129349214305174,0.7791565785734583,0.015705349411079195
