quarter,topic,count,total,share
2020Q1,43,6,345,0.017391304347826087
2020Q1,45,3,345,0.008695652173913044
2020Q2,0,24,346,0.06936416184971098
2020Q2,1,5,346,0.014450867052023121
2020Q2,2,14,346,0.04046242774566474
2020Q2,3,15,346,0.04335260115606936
2020Q2,4,19,346,0.05491329479768786
2020Q2,5,12,346,0.03468208092485549
2020Q2,6,8,346,0.023121387283236993
2020Q2,7,5,346,0.014450867052023121
2020Q2,8,16,346,0.046242774566473986
2020Q2,9,14,346,0.04046242774566474
2020Q2,10,9,346,0.02601156069364162
2020Q2,11,13,346,0.03757225433526012
2020Q2,12,11,346,0.031791907514450865
2020Q2,13,11,346,0.031791907514450865
2020Q2,14,7,346,0.02023121387283237
2020Q2,15,5,346,0.014450867052023121
2020Q2,16,7,346,0.02023121387283237
2020Q2,17,2,346,0.005780346820809248
2020Q2,18,3,346,0.008670520231213872
2020Q2,19,3,346,0.008670520231213872
2020Q2,20,6,346,0.017341040462427744
2020Q2,21,12,346,0.03468208092485549
2020Q2,22,6,346,0.017341040462427744
2020Q2,23,7,346,0.02023121387283237
2020Q2,24,20,346,0.057803468208092484
2020Q2,26,6,346,0.017341040462427744
2020Q2,27,3,346,0.008670520231213872
2020Q2,28,6,346,0.017341040462427744
2020Q2,29,1,346,0.002890173410404624
2020Q2,30,5,346,0.014450867052023121
2020Q2,31,7,346,0.02023121387283237
2020Q2,32,3,346,0.008670520231213872
2020Q2,33,8,346,0.023121387283236993
2020Q2,34,7,346,0.02023121387283237
2020Q2,35,4,346,0.011560693641618497
2020Q2,36,9,346,0.02601156069364162
2020Q2,37,1,346,0.002890173410404624
2020Q2,38,3,346,0.008670520231213872
2020Q2,39,4,346,0.011560693641618497
2020Q2,40,5,346,0.014450867052023121
2020Q2,41,5,346,0.014450867052023121
2020Q2,42,3,346,0.008670520231213872
2020Q2,43,3,346,0.008670520231213872
2020Q2,44,4,346,0.011560693641618497
2020Q2,45,5,346,0.014450867052023121
2020Q3,0,17,358,0.04748603351955307
2020Q3,1,18,358,0.05027932960893855
