quarter,topic,count,total,share
2012Q4,49,2,374,0.0053475935828877
2012Q4,50,7,374,0.01871657754010695
2012Q4,52,6,374,0.016042780748663103
2013Q1,0,18,373,0.04825737265415549
2013Q1,1,10,373,0.02680965147453083
2013Q1,2,1,373,0.002680965147453083
2013Q1,3,30,373,0.08042895442359249
2013Q1,4,5,373,0.013404825737265416
2013Q1,5,6,373,0.0160857908847185
2013Q1,6,6,373,0.0160857908847185
2013Q1,7,20,373,0.05361930294906166
2013Q1,8,4,373,0.010723860589812333
2013Q1,9,10,373,0.02680965147453083
2013Q1,10,1,373,0.002680965147453083
2013Q1,11,4,373,0.010723860589812333
2013Q1,12,14,373,0.03753351206434316
2013Q1,13,11,373,0.029490616621983913
2013Q1,14,6,373,0.0160857908847185
2013Q1,15,27,373,0.07238605898123325
2013Q1,16,10,373,0.02680965147453083
2013Q1,17,21,373,0.05630026809651475
2013Q1,18,13,373,0.03485254691689008
2013Q1,19,4,373,0.010723860589812333
2013Q1,20,8,373,0.021447721179624665
2013Q1,21,7,373,0.01876675603217158
2013Q1,22,6,373,0.0160857908847185
2013Q1,23,11,373,0.029490616621983913
2013Q1,24,5,373,0.013404825737265416
2013Q1,25,7,373,0.01876675603217158
2013Q1,26,2,373,0.005361930294906166
2013Q1,27,8,373,0.021447721179624665
2013Q1,28,13,373,0.03485254691689008
2013Q1,29,2,373,0.005361930294906166
2013Q1,30,8,373,0.021447721179624665
2013Q1,31,1,373,0.002680965147453083
2013Q1,32,5,373,0.013404825737265416
2013Q1,34,3,373,0.00804289544235925
2013Q1,35,1,373,0.002680965147453083
2013Q1,36,2,373,0.005361930294906166
2013Q1,37,5,373,0.013404825737265416
2013Q1,38,3,373,0.00804289544235925
2013Q1,39,13,373,0.03485254691689008
2013Q1,40,1,373,0.002680965147453083
2013Q1,41,2,373,0.005361930294906166
2013Q1,42,9,373,0.024128686327077747
2013Q1,43,4,373,0.010723860589812333
2013Q1,44,1,373,0.002680965147453083
2013Q1,45,5,373,0.013404825737265416
2013Q1,46,3,373,0.00804289544235925
2013Q1,47,7,373,0.01876675603217158
2013Q1,49,1,373,0.002680965147453083
2013Q1,50,2,373,0.005361930294906166
2013Q1,51,1,373,0.002680965147453083
2013Q1,52,6,373,0.0160857908847185
2013Q2,0,11,376,0.02925531914893617
2013Q2,1,6,376,0.015957446808510637
2013Q2,2,1,376,0.0026595744680851063
2013Q2,3,29,376,0.07712765957446809
2013Q2,4,10,376,0.026595744680851064
2013Q2,5,4,376,0.010638297872340425
2013Q2,6,9,376,0.023936170212765957
2013Q2,7,23,376,0.061170212765957445
2013Q2,8,14,376,0.03723404255319149
2013Q2,9,13,376,0.034574468085106384
2013Q2,10,2,376,0.005319148936170213
2013Q2,11,2,376,0.005319148936170213
2013Q2,12,20,376,0.05319148936170213
2013Q2,13,24,376,0.06382978723404255
2013Q2,14,13,376,0.034574468085106384
2013Q2,15,16,376,0.0425531914893617
2013Q2,16,15,376,0.0398936170212766
2013Q2,17,11,376,0.02925531914893617
2013Q2,18,14,376,0.03723404255319149
2013Q2,19,1,376,0.0026595744680851063
2013Q2,20,11,376,0.02925531914893617
2013Q2,21,6,376,0.015957446808510637
2013Q2,22,4,376,0.010638297872340425
2013Q2,23,8,376,0.02127659574468085
2013Q2,24,1,376,0.0026595744680851063
2013Q2,25,6,376,0.015957446808510637
2013Q2,26,1,376,0.0026595744680851063
2013Q2,27,5,376,0.013297872340425532
2013Q2,28,4,376,0.010638297872340425
2013Q2,29,12,376,0.031914893617021274
2013Q2,31,6,376,0.015957446808510637
2013Q2,32,1,376,0.0026595744680851063
2013Q2,34,4,376,0.010638297872340425
2013Q2,35,1,376,0.0026595744680851063
2013Q2,36,2,376,0.005319148936170213
2013Q2,37,1,376,0.0026595744680851063
2013Q2,38,2,376,0.005319148936170213
2013Q2,39,11,376,0.02925531914893617
2013Q2,40,5,376,0.013297872340425532
2013Q2,42,5,376,0.013297872340425532
2013Q2,44,3,376,0.007978723404255319
2013Q2,45,6,376,0.015957446808510637
2013Q2,46,4,376,0.010638297872340425
2013Q2,47,13,376,0.034574468085106384
2013Q2,48,1,376,0.0026595744680851063
2013Q2,49,2,376,0.005319148936170213
2013Q2,50,4,376,0.010638297872340425
2013Q2,51,1,376,0.0026595744680851063
2013Q2,52,8,376,0.02127659574468085
2013Q3,0,35,404,0.08663366336633663
2013Q3,1,8,404,0.019801980198019802
2013Q3,2,1,404,0.0024752475247524753
2013Q3,3,28,404,0.06930693069306931
2013Q3,4,6,404,0.01485148514851485
2013Q3,5,3,404,0.007425742574257425
2013Q3,6,7,404,0.017326732673267328
2013Q3,7,11,404,0.027227722772277228
2013Q3,8,4,404,0.009900990099009901
