quarter,n,n_sample,n_topics,p_within,overall_cosine,within_cosine,between_cosine,mc_overall_cosine,mc_between_cosine,between_centroid_cosine,eff_topics,topic_entropy,comp_jsd
2019Q1,800,800,50,0.027271589486858573,0.07789870625547762,0.2812667099740584,0.07219704415510853,-0.0012351508679701653,-0.007215800708225118,0.18957468968425328,40.71364749593933,3.7065633555521424,0.05571586800243077
2019Q2,800,800,50,0.025372340425531915,0.07407493044379092,0.2716502732377284,0.06893148021660607,-0.0012383626667500178,-0.006710126282250554,0.19519504963771345,42.779547287361474,3.7560601212551497,0.0359922573539811
2019Q3,800,800,50,0.024183354192740925,0.07429250100522965,0.26995022629573084,0.06944357770434471,-0.0012388185429036858,-0.00638083423714669,0.19345625724272159,43.47658077743629,3.772222420187396,0.041139215442103826
2019Q4,800,800,50,0.023351063829787234,0.07008005117152337,0.26553926160428365,0.06540674397801638,-0.00123918639065403,-0.006247341043010622,0.19064307472815184,44.11114516864453,3.7867124754358135,0.0314238764359368
2020Q1,800,800,50,0.025472465581977473,0.08006354771200423,0.27532263622436554,0.07495981258288889,-0.001234922282272034,-0.0066405102463479165,0.21040056563490456,42.79991347328259,3.7565360809334316,0.031509195392784316
2020Q2,699,699,50,0.03362560514201623,0.08817356056294283,0.3175299072094748,0.08019296216320455,-0.0013884807542870858,-0.009650002757159963,0.19925166497265503,36.90213621924443,3.6082694414912426,0.09122487764919507
2020Q3,692,692,50,0.029416193336289035,0.08373615164890048,0.2975660847122637,0.07725545146732717,-0.0014040337690491731,-0.008108461314741584,0.18873444884349147,39.22955594180306,3.6694304408049385,0.06349963052391466
2020Q4,572,572,49,0.028872178609481585,0.0799461286965681,0.2949667463666077,0.07355344429257142,-0.0017142277512433978,-0.008223517332418225,0.19034387127964084,40.14953659606456,3.6926108985095896,0.06508844333966507
2021Q1,537,537,49,0.03215764751660691,0.0762398331022733,0.27442497871126925,0.06965490939112493,-0.0018373089624941922,-0.008675604132217109,0.17947474334582555,37.98499163026037,3.637191124611877,0.07897026139095804
2021Q2,577,577,50,0.02976362410937801,0.07986544520867,0.29931550221778996,0.07313344755335086,-0.0017002200966287886,-0.008785005554140522,0.16768368032980002,38.731610223315926,3.656656068270886,0.07191424572021882
2021Q3,671,671,50,0.030433525368685634,0.07933219331706115,0.2988172406045381,0.07244282169639882,-0.0014646045905467432,-0.008517420538429002,0.17201573901039238,38.02348056368922,3.6382038784696413,0.06637083211332959
2021Q4,682,682,49,0.036534163576937485,0.08890545352623995,0.30604809888012546,0.08067150829955698,-0.0014203619397817745,-0.009393860469384164,0.19423578952107426,35.969617861426705,3.582674633837552,0.09214120967884792
2022Q1,617,617,50,0.02529520722389442,0.07793650618696696,0.28654674368503336,0.07252272426484242,-0.001604389969615043,-0.007358173887635945,0.18868222408867089,41.95914714745004,3.736696457950943,0.05205202166597703
2022Q2,780,780,50,0.026338830189921333,0.08103278622006634,0.2820274230004702,0.07559561385313647,-0.0012598954502344656,-0.006886476892400174,0.1952970707409039,41.72361223496289,3.731067209197605,0.04486041194771927
2022Q3,800,800,50,0.025021902377972464,0.08057542894342605,0.2890796934688877,0.07522436170912435,-0.0012335598672720493,-0.006885684522430953,0.19912535654851682,43.17386861793858,3.7652354191251485,0.030620325150829922
2022Q4,800,800,50,0.025369211514392993,0.07246757629991837,0.2974955442458504,0.06661019709240866,-0.001231934032387729,-0.00739029654461997,0.17792203295353615,42.67581228771429,3.7536323027750265,0.04630065790188719
2023Q1,800,800,50,0.024336670838548183,0.07798609483110107,0.28780530684173733,0.07275242359873539,-0.0012342163642528438,-0.006743575541127413,0.19349898264635668,43.65738057064982,3.776372353230568,0.03628349724549971
2023Q2,786,786,50,0.025542535777378,0.072989078050517,0.29188273379768387,0.06725142480382205,-0.0012590857386746118,-0.007286291072802259,0.17774759562311787,42.4023653000878,3.747204146061395,0.05308112032083417
2023Q3,800,800,50,0.024267834793491865,0.0760776197856915,0.28913444646860303,0.07077859608232487,-0.001238720846492233,-0.006797201080103821,0.19504080640151875,43.85622579349404,3.7809166880671974,0.04252519623798964
2023Q4,720,720,50,0.02469479214959048,0.08297110197918184,0.28448109144666534,0.07786885576342194,-0.0013771583824399303,-0.0067721627034893015,0.19636872603065203,42.659866757516184,3.7532585896795876,0.052275757221005574
2024Q1,800,800,49,0.02528160200250313,0.07486441204394674,0.28309521672978355,0.06946345896914717,-0.001235794152336852,-0.006893104664956311,0.18842804918188308,42.092046712436016,3.739858808647883,0.05012208643905737
2024Q2,704,704,50,0.03119342428552955,0.08449073832688649,0.2845285911716686,0.07804996286832616,-0.0014045781401136356,-0.008078232960461786,0.1765805581188331,36.86951125132487,3.6073849561594087,0.10490720284115683
2024Q3,679,679,50,0.02848193378254504,0.07983756979272477,0.2897007030385156,0.07368502557110643,-0.001459026948807782,-0.00792039339987751,0.1773605094877418,39.39008509078003,3.6735141371932265,0.07381078349742687
2024Q4,568,568,49,0.02836773728792508,0.08088776024139752,0.2860882762950001,0.07489673405366355,-0.0017487542093364418,-0.00812974168646907,0.18229218318919513,38.408087372120605,3.6482680460677672,0.07148527443073244
2025Q1,447,447,50,0.026905829596412557,0.08323658466407631,0.298047576736774,0.07729711022888651,-0.002219587264297692,-0.008413243204892491,0.16921390382232707,40.37008679449538,3.698089084837653,0.06666749744162301
2025Q2,331,331,46,0.02620159296896457,0.07965863402040735,0.31141158790969703,0.07342295266858023,-0.0030123502100457213,-0.009640213343789767,0.1595613929647669,38.67656376061713,3.6552338290125603,0.09689072455286742
2025Q3,296,296,46,0.029798442510306916,0.08712895823528584,0.29263497604635086,0.08081711590727537,-0.003367950416784934,-0.00996646571034896,0.16534011572743762,35.80438112442967,3.5780702636964703,0.09555307668369688
2025Q4,274,274,47,0.028341488195502793,0.08316749006751156,0.3055129100386927,0.0766820839100186,-0.0036444459412031493,-0.01048020550013186,0.14547406084704387,37.24274605519451,3.6174571890885994,0.10815120316163133
2026Q1,209,209,46,0.038875598086124404,0.08226863251377467,0.32189689139218997,0.07257613915528245,-0.004755397706822235,-0.014253443193837029,0.11990705497554069,32.2607716232213,3.473851991295738,0.14560883401469912
2026Q2,166,166,42,0.030522088353413655,0.09085012135791265,0.2940062443245496,0.08445415394057032,-0.006026922770972825,-0.012712065508452716,0.14477494955093737,32.55032887212893,3.4827874722019683,0.13247167292233822
