quarter,n,n_sample,n_topics,p_within,overall_cosine,within_cosine,between_cosine,mc_overall_cosine,mc_between_cosine,between_centroid_cosine,eff_topics,topic_entropy,comp_jsd
2017Q3,800,800,50,0.024001877346683353,0.05471357538471143,0.23547879408371122,0.05026817276860319,-0.0012451849127458083,-0.005987457479944043,0.1748555471257796,44.35878697886299,3.792310817177335,0.022219391316499023
2017Q4,800,800,50,0.023854818523153944,0.05367034413067393,0.242273787651257,0.049061295186521414,-0.0012459967462061946,-0.006150813659060511,0.17014407986777996,44.16887892115761,3.788020444284693,0.030040700857276722
2018Q1,800,800,50,0.023563829787234043,0.05192418244516901,0.22401780637646107,0.04777113590153103,-0.0012463923206165962,-0.0057140552584622655,0.17138413525100146,44.445536422095955,3.7942645389670964,0.026447602504439012
2018Q2,800,800,50,0.02269712140175219,0.05550320730576599,0.23436717361520254,0.05134922674699894,-0.001245926925147909,-0.005716324176693529,0.17963071417517656,45.426055846358054,3.816085857740404,0.019795406565311764
2018Q3,800,800,50,0.024633917396745933,0.05332599861737302,0.22888748683192156,0.048892004780736666,-0.0012463289544058776,-0.006012970018446594,0.1725588855628261,43.959906580039295,3.7832780044203167,0.029160432181872756
2018Q4,800,800,50,0.024505632040050063,0.0522917633627572,0.23351118574430152,0.04773930603521795,-0.001245088034037664,-0.006150640543312735,0.16950879921233467,43.64414907364803,3.7760692314603768,0.0302683143118554
2019Q1,800,800,50,0.022709637046307886,0.05424623673469401,0.2447815349565327,0.04981870155052375,-0.0012454299201487035,-0.005955016406724136,0.16982450226301463,45.397699861750006,3.815461439925741,0.02327862203900472
2019Q2,800,800,50,0.022434292866082603,0.053858883168572166,0.2352137444079386,0.049696944958137,-0.001244635107876786,-0.0056972392716038165,0.17419049164689512,45.68363622619557,3.821740164329312,0.017482764737082376
2019Q3,800,800,50,0.02244993742177722,0.06037372029524224,0.24511179306440745,0.05613111591941201,-0.001243157486151378,-0.005768859618804921,0.18624013145683924,45.69644890079359,3.822020590303181,0.013961884134711444
2019Q4,800,800,50,0.022938047559449313,0.05290683960193975,0.2260667888278511,0.0488416407260502,-0.0012446287972451369,-0.005594062525230898,0.1761191998002667,45.210895983339995,3.8113381193658302,0.016567170053997687
2020Q1,800,800,50,0.0223811013767209,0.05534011183393249,0.2342311717501705,0.05124467244235296,-0.0012452958779867512,-0.00562315392376531,0.17686171307580845,45.55652464565344,3.818953854845339,0.015605433612010581
2020Q2,800,800,50,0.022750312891113893,0.05533418122670064,0.24310728788412192,0.050962834798715696,-0.0012446176446039307,-0.005869247302543082,0.16487963365127983,45.14031500323432,3.809775749726457,0.021806896153634556
