quarter,topic,count,total,share
2012Q4,39,1,387,0.002583979328165375
2012Q4,40,12,387,0.031007751937984496
2012Q4,41,6,387,0.015503875968992248
2012Q4,42,9,387,0.023255813953488372
2012Q4,43,1,387,0.002583979328165375
2012Q4,44,1,387,0.002583979328165375
2012Q4,45,7,387,0.01808785529715762
2012Q4,46,4,387,0.0103359173126615
2012Q4,48,2,387,0.00516795865633075
2012Q4,49,3,387,0.007751937984496124
2012Q4,50,2,387,0.00516795865633075
2012Q4,51,3,387,0.007751937984496124
2012Q4,52,3,387,0.007751937984496124
2012Q4,54,1,387,0.002583979328165375
2012Q4,55,2,387,0.00516795865633075
2013Q1,0,34,366,0.09289617486338798
2013Q1,1,5,366,0.01366120218579235
2013Q1,2,21,366,0.05737704918032787
2013Q1,3,12,366,0.03278688524590164
2013Q1,4,8,366,0.02185792349726776
2013Q1,5,8,366,0.02185792349726776
2013Q1,6,15,366,0.040983606557377046
2013Q1,7,15,366,0.040983606557377046
2013Q1,8,13,366,0.03551912568306011
2013Q1,9,12,366,0.03278688524590164
2013Q1,10,11,366,0.030054644808743168
2013Q1,11,7,366,0.01912568306010929
2013Q1,12,9,366,0.02459016393442623
2013Q1,13,8,366,0.02185792349726776
2013Q1,14,6,366,0.01639344262295082
2013Q1,15,6,366,0.01639344262295082
2013Q1,16,9,366,0.02459016393442623
2013Q1,17,8,366,0.02185792349726776
2013Q1,18,8,366,0.02185792349726776
2013Q1,19,6,366,0.01639344262295082
2013Q1,20,5,366,0.01366120218579235
2013Q1,21,7,366,0.01912568306010929
2013Q1,22,8,366,0.02185792349726776
2013Q1,23,5,366,0.01366120218579235
2013Q1,24,3,366,0.00819672131147541
2013Q1,25,11,366,0.030054644808743168
2013Q1,26,5,366,0.01366120218579235
2013Q1,27,6,366,0.01639344262295082
2013Q1,28,3,366,0.00819672131147541
2013Q1,29,5,366,0.01366120218579235
2013Q1,30,8,366,0.02185792349726776
2013Q1,31,3,366,0.00819672131147541
2013Q1,32,5,366,0.01366120218579235
2013Q1,33,6,366,0.01639344262295082
2013Q1,34,5,366,0.01366120218579235
2013Q1,35,8,366,0.02185792349726776
2013Q1,36,4,366,0.01092896174863388
2013Q1,37,3,366,0.00819672131147541
2013Q1,38,1,366,0.00273224043715847
2013Q1,39,3,366,0.00819672131147541
2013Q1,40,1,366,0.00273224043715847
2013Q1,41,4,366,0.01092896174863388
2013Q1,42,6,366,0.01639344262295082
2013Q1,43,2,366,0.00546448087431694
2013Q1,44,6,366,0.01639344262295082
2013Q1,46,4,366,0.01092896174863388
