quarter,volume,n_sample,topic_entropy,doc_entropy,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
2013Q1,2806,800,3.722081739144694,1.7772602933181554,0.06522270241008699,0.028596507286797804,0.10877278856707245,0.03455876728666663,0.07819760255995548,0.029674356233858057,0.09447488672213926,0.08917627575200081,0.08062536172930593,0.03000004758043638,0.03738623069268315,0.14486899956086907,0.03416769626267516,0.09125402632132541,0.05302375103412757
2013Q2,3258,800,3.679933221990891,1.70374826474751,0.06112675102186176,0.025395824980470855,0.11584251563356991,0.02522310284838978,0.08724196574533619,0.03511045401129199,0.08656617981447934,0.07581650850061881,0.07589878961225931,0.022051104232026816,0.03861167872156973,0.14988536369975092,0.025226175443664244,0.10709912822783606,0.06890445750687481
2013Q3,3382,800,3.721475434678019,1.800833441119106,0.06600213131262431,0.030565143165403437,0.10236084015447659,0.02994059562795841,0.08629545153399702,0.03105351289113336,0.0863769400154486,0.07919712591349114,0.09513633446795287,0.023478884284275962,0.03352477882999344,0.1313124995260814,0.035103760789165585,0.10508077905995218,0.06457122242804626
2013Q4,3264,800,3.7022182547880864,1.7353437677950847,0.05741680912713334,0.03634857408961455,0.12060611606031463,0.027076774575737764,0.07916663019850963,0.036113079266179696,0.0880541978100691,0.07943636417633831,0.09007353851255857,0.020784354093370913,0.04211801129280689,0.1439448344853399,0.023958502316755656,0.09121164471106087,0.06369056928421025
2014Q1,3893,800,3.7242690046989173,1.737749146657787,0.05822927342787314,0.03318929956251397,0.1331897463515171,0.03540202894202745,0.06996833186404972,0.039724144457413346,0.0723111164518562,0.08507639340877424,0.09059954480737265,0.023852377916345827,0.042984371181853,0.13611727775480625,0.028801798413620166,0.08953490496675715,0.061019390493219534
2014Q2,4259,800,3.6692253724044774,1.7208236369999326,0.05947249263740177,0.026222993495398507,0.12326095293169682,0.028494308668277065,0.07780530610900822,0.035261963655003864,0.07818861212161982,0.07402820210817841,0.07864908156316106,0.018863659875688346,0.03555857238250231,0.15340946095255897,0.02809315625107748,0.11598727069143731,0.06670396655699012
2014Q3,4216,800,3.6927010080350957,1.73673899861481,0.057220602651037566,0.031646542030950464,0.13018384883915496,0.025563340418244204,0.08176026671672204,0.034384333473241956,0.08311179703718855,0.07173683400193057,0.08665014454007773,0.02603809581448837,0.03502701679133755,0.14316605485675693,0.027454298692411894,0.09991188598219586,0.06614493815426091
2014Q4,4135,800,3.718109099870271,1.732111529619032,0.04827520189161144,0.0360120798937176,0.14629587498643074,0.030157475049038592,0.0852449856399053,0.0419499954816374,0.07468562802623736,0.07059137636575488,0.0882345444534793,0.02109923094774432,0.037923126995477945,0.12135163080754603,0.03633561577562224,0.09498035843667318,0.06686287524912411
2015Q1,4304,800,3.7201361738162073,1.7359427360142723,0.050982393438437086,0.03371712608842384,0.13227389579787796,0.027437659696456226,0.08386415059599024,0.04455632281191273,0.08157663382138165,0.07078939497356672,0.08320682400827127,0.01953275868617455,0.04034092602101397,0.12877838869463537,0.03247469956037424,0.09046581968591294,0.08000300611957104
2015Q2,4616,800,3.7266912661996994,1.7614441390403792,0.06539659773957167,0.03333620958673154,0.11382214574635256,0.03094689389334941,0.07613175713089797,0.04060371747319072,0.07643514521469365,0.07354321842634537,0.0931489514413364,0.019603803461224877,0.03459166180164177,0.1316843200591102,0.032154696340574926,0.10130402807303747,0.0772968536119414
2015Q3,4713,800,3.726747803921651,1.7284139676410795,0.06345923795486726,0.03292685100025965,0.11523837725069129,0.031129601115387085,0.06998803284263054,0.033761968548053224,0.07966397646265469,0.06859052486475813,0.08628520556844517,0.020453025619699906,0.041054646494316636,0.12782700973730554,0.032542176986282936,0.10314365005889746,0.09393571549575032
2015Q4,4523,800,3.7147431765871795,1.750351676947303,0.04412926526311089,0.03259786159090168,0.1535801929804324,0.03033889885573825,0.07019351645908344,0.04570610807081439,0.08262317526300014,0.07265045796860672,0.08446146126826477,0.021763332898999645,0.03983194426858756,0.09580504094592204,0.03188537843445309,0.09082163539227071,0.10361173033981413
2016Q1,4629,800,3.7210793984325905,1.7222329279893573,0.0482178722319311,0.040363837060555026,0.14889992735395044,0.029192773809948766,0.07073683465776703,0.03690081431099088,0.0730323907474433,0.07324675465421858,0.06912653511239435,0.023808675219406966,0.056080824036470744,0.13208247716337587,0.03108718519496856,0.07749695620411384,0.08972614224246538
2016Q2,4900,800,3.7556124347099074,1.776736145445009,0.06076978523420189,0.04157779743101778,0.12472966309079742,0.029165705757983093,0.0674762085869194,0.03704892526882639,0.07949962320271854,0.06650167894772198,0.08539613527875418,0.02383927676988822,0.04496572157334916,0.11151414473090009,0.03630484394774349,0.09337632354446819,0.09783416663471035
2016Q3,5041,800,3.717904030938027,1.7348031189628095,0.06925024341117436,0.03454333060305649,0.13197678207072738,0.030524733201408947,0.06415063529733638,0.03059396114909069,0.07196472892932519,0.08562390208544406,0.08522593886980424,0.021261101741740965,0.03879290420769658,0.1140863823400531,0.030274338688622143,0.08393631580607755,0.10779470159844218
2016Q4,5161,800,3.679978863450742,1.6676606736443456,0.04672087259230737,0.02852951114061049,0.16690745795099052,0.028223737479298693,0.05787659124774151,0.0379760415998521,0.08183164174035847,0.07063878449905599,0.0815849316911228,0.018299798111582045,0.042934954429088235,0.11987769167064588,0.038407147882243524,0.08317057396422295,0.0970202640008794
2017Q1,5330,800,3.722470895720301,1.6955869164004826,0.055328803456254336,0.02839970745525737,0.1439536747879888,0.03454184458320186,0.06691503185992123,0.036002837703299866,0.07096900132856966,0.07569325900377832,0.07725044092769388,0.02429620098642187,0.043594789719100024,0.11367236578241158,0.03461520483585522,0.08330746426709931,0.11145937330314643
2017Q2,5245,800,3.714886195453549,1.7182890399417607,0.07037858423552092,0.03113882788529151,0.13268908783500855,0.03189064346761632,0.06720704924815903,0.03657550873955195,0.08385343455821866,0.06768881511282811,0.07881624179975273,0.021968502610757935,0.03453949065868734,0.12206992577372874,0.028795164439359623,0.0973266229370228,0.09506210069849594
2017Q3,4987,800,3.709913435133522,1.6800512944393813,0.044582779810723915,0.03791914878666015,0.13609422086460848,0.032929009097953814,0.059485154414926626,0.035891747598830515,0.07536656039704638,0.07084456585526147,0.09032617494710643,0.02152710922139239,0.046357428564269346,0.11345615669528004,0.02861626764313668,0.08167338591032801,0.12493029019247588
2017Q4,4714,800,3.713153920794449,1.7228012040040284,0.05138589319498326,0.03983259317415427,0.16019892383097456,0.0317710356258666,0.054067270648991694,0.04686922159901189,0.07169534617292687,0.07658577637898523,0.09163362642470602,0.019810377005830118,0.041319701283582824,0.09347263870683474,0.03027891108518581,0.08361843344361924,0.10746025142434679
2018Q1,5000,800,3.71071386664841,1.7147405877554849,0.05288558989158462,0.038944591214868776,0.15925937044111835,0.03603180775982167,0.061945367481817934,0.04180584251585669,0.06681743362364188,0.07293175306733611,0.08416713090761271,0.022404733837678027,0.032909033435395356,0.0983236417279455,0.03142516630366032,0.08534933160521346,0.11479920618644879
2018Q2,4842,800,3.7022364527173584,1.727619794504261,0.062360439872269725,0.03782089314163275,0.16044527515167115,0.03364668835228645,0.053661477268545595,0.04738985115014021,0.07712784324068622,0.06579594218808801,0.07896560410497513,0.0168841399594858,0.03162875910191836,0.10451408206683022,0.03449847875229159,0.08497235288774192,0.11028817276143756
2018Q3,5032,800,3.70748508037697,1.7251544622797732,0.05631152150220748,0.027793488545091113,0.12995247361285187,0.03075255904703436,0.062927023073315,0.04250611381831086,0.07959345749130364,0.07379900489868824,0.07375133624309256,0.020920789849285738,0.034833170743306795,0.10774478566606335,0.03676513708780775,0.08523379524247271,0.13711534317916846
2018Q4,4676,800,3.681583499545214,1.675749777693419,0.07343492245766589,0.03738245847157438,0.17453598271868173,0.02967994967550479,0.04381235324778818,0.04272041353087311,0.0693626243044085,0.05555013556033238,0.08590087020016819,0.019107601302559243,0.03799263503914939,0.10723619646381516,0.03504813950244518,0.0817090436775512,0.10652667384748281
2019Q1,5032,800,3.68673260446673,1.7020623940932835,0.05884946836785737,0.03509986823407016,0.15684911428387985,0.019875867207586658,0.05075057240100876,0.04023861196390635,0.0824070930666341,0.06129886501324609,0.09271463691339513,0.018578770301306738,0.04008088537674696,0.11093953211385901,0.03894003608739286,0.0917930093592124,0.10158366930989755
2019Q2,4846,800,3.67505282781451,1.7013949393946945,0.059693654897258516,0.03858085926368222,0.1507199401263221,0.02972673712924361,0.044188785255097,0.043375350656553985,0.07838730869774892,0.06886110319524318,0.0779873684255602,0.017826407723627227,0.03588720021265189,0.1369485625489114,0.025475910381516708,0.09083062173690787,0.10151018974967484
2019Q3,4464,800,3.6847415108593773,1.705209819956026,0.05684957768506264,0.03640800609467591,0.14494940691482902,0.028067381180156677,0.047519178161318426,0.03823702871923007,0.08592120952053468,0.0658815334994989,0.07463096168617092,0.019873376809922884,0.040106715806739766,0.14428422644040473,0.03234798688536353,0.08497387583966935,0.09994953475642236
2019Q4,4368,800,3.706692249629211,1.7244474638175644,0.06143363274473883,0.03511435467357695,0.1559955451928794,0.032106396530976654,0.05743203794964213,0.03265494624010424,0.07785948424313312,0.05739825538455144,0.08243804782383427,0.021882793929232383,0.046131080780861665,0.11431300822420729,0.032513821917026335,0.0935801154915982,0.09914647887363726
2020Q1,4354,800,3.6825506606518963,1.7041174682997389,0.0701164397577727,0.03572948359106615,0.17270209528477504,0.0287491267505861,0.04636796238906388,0.0397205148191106,0.07608280769520803,0.05689936393903983,0.09128137237638492,0.01840931171960327,0.040885252997053784,0.10350747165048023,0.032897588805496425,0.08790676513297965,0.09874444309137942
2020Q2,5369,800,3.664400030380172,1.6647850844120515,0.07234635149072317,0.03762387723462332,0.1808051980647507,0.029050481326016668,0.04357498304628761,0.037846467024859005,0.06555901790781672,0.054859230338898585,0.08454284790810218,0.02081116104135397,0.03710169206236921,0.12531124416289507,0.035020970950530424,0.08314819943087075,0.09239827800990284
2020Q3,4694,800,3.7017749103193194,1.7198388996938307,0.08357609283410489,0.0376901624129671,0.14014832456879603,0.027911905292149583,0.0464710777116344,0.03145215864689522,0.08526720219751306,0.056147143103633904,0.08060746613974987,0.018734527956105314,0.040173141147754735,0.12091792883095488,0.03706544723022227,0.09442336186297995,0.09941406006453901
2020Q4,4120,800,3.639116282888093,1.6511025695394834,0.06883856070144799,0.04367140610169465,0.19039313395989232,0.028769421688442556,0.04853415232038075,0.03382487667035587,0.06281518673543922,0.05854556206672093,0.08024799396505022,0.01713784810952234,0.03602760863735264,0.13932057239870724,0.03395305543626309,0.07765267162465586,0.08026794958407396
2021Q1,4032,800,3.70418726088325,1.7110660193734875,0.07364625720962742,0.04180331249903759,0.16739729286227678,0.03420946277754318,0.05409567904813275,0.03310529067808341,0.0680746260146367,0.055602203579474485,0.08670642867523737,0.020517454034526653,0.04327007669924024,0.12164762282653274,0.03629924677078482,0.08013366218710184,0.0834913841377642
2021Q2,3953,800,3.6839176116062564,1.6769150122799295,0.07355069686410444,0.03601609579795682,0.15529732513167627,0.02674359636806424,0.05505975154506179,0.03229668872357247,0.08781775136257737,0.05710167249923132,0.07904444162418325,0.020417205583718196,0.03360606377624564,0.12735895558843505,0.03495468473546229,0.08805470900147715,0.09268036139823352
2021Q3,3453,800,3.673888905989525,1.6686804557702695,0.059602513264799886,0.038928931692239,0.15639275396201696,0.026127318489238615,0.05276628311040052,0.025117554179116323,0.08035766544986492,0.05314270199095543,0.0870619655888572,0.018142858792125405,0.046175248463092025,0.12988304485833743,0.04089067874120767,0.07423350877862159,0.1111769726391267
2021Q4,3653,800,3.680977613068761,1.7157570990147208,0.06495653595846157,0.04083292210716682,0.15813386606293423,0.024896927955792358,0.042941296374562545,0.036017781964324216,0.08387742806795868,0.0562705197878724,0.07600974364782626,0.018887662758069444,0.045484520376091096,0.14421285395268865,0.04036274271341515,0.0857552868188529,0.08135991145398376
2022Q1,3475,800,3.6849335794476965,1.7514094531121225,0.06353458383193425,0.03930391036826805,0.15167964098828393,0.03193910193245178,0.047103698125993854,0.02979990704921959,0.08147323589426947,0.06826288908182859,0.07850547045093645,0.017171506635746056,0.03322837683504288,0.1320201726459279,0.03919117098828676,0.08987431895708405,0.09691201621472674
2022Q2,3216,800,3.680826344619435,1.714986300031156,0.06909879344303542,0.03841569652094387,0.13972098309097805,0.02537489969470828,0.04609191523115948,0.034457119084713585,0.08795168723202408,0.06195337605270112,0.07292773652496481,0.017950975504148606,0.03651581099121368,0.15174050722053248,0.04020585093598273,0.08655821547337164,0.091036432999522
2022Q3,3257,800,3.7122332866205587,1.7711410280766984,0.0815100424397217,0.03714377555048081,0.12913865540903396,0.03211571238750952,0.050198186584858966,0.03422423869703723,0.08633067952106525,0.06693823201716129,0.08140436192473921,0.017067728880819266,0.03496749265667196,0.12082455663047888,0.03412759723498332,0.10473573220858075,0.08927300785685797
2022Q4,3079,800,3.70403561472689,1.7508939695653674,0.08384565888649466,0.036099294847323604,0.14201429755938696,0.024491593288955327,0.05884486112133608,0.03338616554058653,0.0891964915679703,0.053683593039514775,0.08642620590868164,0.020685551653348434,0.03691651546144377,0.12713824225851994,0.039518713542806186,0.08974064956257805,0.07801216576105376
2023Q1,3199,800,3.6578006103406357,1.702570299817458,0.07772445764109068,0.03946678012944036,0.1743776317043954,0.030130721577681593,0.04311428295841468,0.027071692141694196,0.08505807438021208,0.0525862516112995,0.07930153348981539,0.017783140342497096,0.03358940434547678,0.12445071178989243,0.0403953092235224,0.09349165312116918,0.08145835554339827
2023Q2,2718,800,3.670531076837044,1.7573180033758762,0.07229500508911275,0.04035932522309845,0.16916152037203902,0.02488161128531151,0.05367208787689043,0.033316686402679464,0.08209302308992594,0.05471573123034273,0.08330324019038414,0.015097352891630172,0.03595452595500937,0.12517966487631654,0.04385460084041958,0.09812890378084457,0.0679867208959953
2023Q3,2373,800,3.689575316794689,1.7631834504182684,0.08538053572712373,0.04386089994278107,0.1456295026465358,0.02447609199032524,0.05020204168828301,0.019593419266005222,0.08398982455316446,0.06904645306304927,0.08384242709251795,0.020714053586206295,0.04546132056712654,0.13308087711784242,0.04049480299138957,0.09266426567877045,0.0615634840888789
2023Q4,2653,800,3.6493318733521405,1.7796560816415201,0.10610923623491571,0.034884461616502355,0.1452123262852681,0.024080950395907935,0.05834810803105749,0.025920368653786538,0.09477610332291088,0.05492272165047435,0.07192470181663049,0.021246324564433344,0.03410637991200196,0.138419577100273,0.03407702564956179,0.1079523709260616,0.04801934384021461
2024Q1,2489,800,3.6408479236250226,1.780085597129808,0.09129235265662451,0.034543729414299354,0.15015975725589836,0.023349068021562475,0.04467752423517893,0.028285220818603254,0.09882352592051172,0.054469005063158396,0.07726998887578969,0.01763603017155655,0.03332102909365538,0.14299462626997936,0.045476142736639635,0.10944352584077506,0.04825847362576765
2024Q2,2246,800,3.624930786203751,1.7961412717392387,0.10543162899875776,0.03618668026101777,0.155774949808549,0.024201583939776672,0.053044279581843996,0.025991682977491465,0.09463712273976434,0.05566162888676519,0.07495961741813398,0.01777465625546796,0.03590321525825122,0.14474200304280235,0.034457523374390654,0.10191174861815941,0.039321678838828485
2024Q3,1827,800,3.629567897592798,1.7851844645706934,0.10050355961585816,0.038643782768900646,0.14744528364125967,0.01908704634513247,0.05368931036364944,0.02642919517892537,0.09470961455873718,0.05763820088512107,0.07618121274588546,0.01478517353344009,0.031628953565663705,0.1525773294557879,0.03671705654922154,0.09161955967270982,0.058344721119707364
2024Q4,1654,800,3.61292067174938,1.754788523230218,0.0869574784533548,0.03190582675186358,0.1565347698351214,0.02207725305441869,0.055494699952734185,0.03177367159233082,0.09073841764789276,0.05205554685927963,0.08109125676986402,0.017197804668354542,0.026121928789968458,0.16055474555081817,0.031589765190270465,0.09457496143850558,0.06133187344522293
2025Q1,1513,800,3.6347313284050724,1.8381957887049691,0.0958607959306537,0.03759908965249083,0.14990658934295212,0.025783152522616263,0.05419093464411669,0.02311389274656644,0.09947096047991964,0.05943503162154963,0.08163016123378443,0.014254207525410227,0.03242843261867153,0.14611495827981963,0.04088429471532961,0.09464183701870266,0.04468566166741701
2025Q2,1054,800,3.631637024706899,1.824050986359913,0.09606358725206929,0.036791922821233274,0.13410097425819165,0.02171395718604114,0.055639686259310144,0.02692287154897209,0.09788246321919938,0.05490375563671607,0.07292802957820968,0.014342690453272267,0.03426692884849268,0.1673004239743982,0.04147911442617422,0.09507964505260846,0.050583949485111586
2025Q3,890,800,3.645220179615686,1.858512725742409,0.09612376225862172,0.04354900624159996,0.11411267631947311,0.024476968714414273,0.05133880456429286,0.026349144273927837,0.10502108967437362,0.05553055700169327,0.08251283564904291,0.015949579918654425,0.04374178372161656,0.1718188974513113,0.03658408874733964,0.0938061172045256,0.03908468825911321
2025Q4,756,756,3.60939513004014,1.8151275383270409,0.08173263589299243,0.04035598443856144,0.14046827032718362,0.026931093751309105,0.050222930495931434,0.023737976898026373,0.0969252550892597,0.06541672423531802,0.08719447151451311,0.013783143085683541,0.027616467916017677,0.17393376252549184,0.028065630431912358,0.08571737598916808,0.05789827740863099
2026Q1,656,656,3.660507259862769,1.885732988004332,0.08767149100272559,0.036759918474105584,0.11183409871114884,0.028752131031221855,0.044357336145151284,0.032366954730416515,0.12611770162834676,0.05751949685873444,0.07640606211543681,0.017975610137551057,0.039479361240216365,0.1604580018595613,0.03523708506320846,0.09587993961771472,0.049184811384460174
