quarter,volume,n_sample,n_lc,mean_len,mean_mtld,mean_ttr,mean_yule_k,mean_yule_i,mean_hdd,mean_mattr,mean_pairwise_cosine,lc_mtld,lc_ttr,lc_yule_k,lc_yule_i,lc_hdd,lc_mattr,lc_pairwise_cosine
2014Q2,4259,1000,559,146.947,72.21900402498348,0.6613560552786729,135.36080165069018,88.65062605156577,0.8087790413074166,0.7902797249391574,0.022601012227168128,72.74943260577771,0.666386404293381,141.99284436493738,82.70398787307259,0.8046571956262603,0.7734995966186117,0.021956959599484092
2014Q3,4216,1000,588,157.164,71.20985441323828,0.6464445147450596,137.01739521281414,87.43781669268968,0.808929015307626,0.7841442843563423,0.023465430793678875,70.72284965264595,0.6639455782312925,141.94557823129253,80.21822734619849,0.8029967882576047,0.7712718420701614,0.022112490113219727
2014Q4,4135,1000,558,164.628,72.22275147276494,0.6490809354176266,138.53563894842483,86.61710315546858,0.8092690305351491,0.7841647138705643,0.023013264000262622,70.9070090930324,0.6619175627240144,145.10394265232975,80.02804476225649,0.8010541444203257,0.7693625694005201,0.020768989592974896
2015Q1,4304,1000,587,165.704,72.33749180740483,0.6454421954042382,136.4703916837852,88.60275137107904,0.8099460140361728,0.7866468524283302,0.02338808423577062,72.083819764206,0.6652810902896082,144.23168654173764,81.29150804937542,0.8029917029538675,0.7730206767545179,0.02050205285329197
2015Q2,4616,1000,546,155.372,70.17718409989031,0.6533396486479187,136.3719608393524,87.8323037215759,0.8064911671618513,0.7859696662686313,0.022746488729883378,68.56042082603234,0.6587728937728937,147.93772893772893,78.40058176910922,0.7979765343163042,0.764780578898226,0.021326087788801636
2015Q3,4713,1000,582,159.086,71.37166616977564,0.6459866063417774,135.33732533572163,86.29962704108428,0.8088698187778158,0.7846155274653378,0.023245032794015724,70.35958005258252,0.6626632302405498,144.46735395189003,78.54215014448665,0.8014156426039003,0.7676463850144869,0.020978781988346143
2015Q4,4523,1000,559,161.931,72.92597060656192,0.6508138117936373,139.68323317390605,87.40723477492902,0.8102662510915761,0.7836526004878072,0.022458623850216186,73.11294088634901,0.6668336314847942,139.1556350626118,83.58790966818148,0.805289652431546,0.7733859482970291,0.019956685961196013
2016Q1,4629,1000,549,163.994,70.63183722351266,0.6432885290352834,144.16313318737315,86.04327469793816,0.8065970287806294,0.779696246069073,0.02210181881778107,70.78260883472315,0.661384335154827,147.13296903460838,80.27969267805511,0.7996424018892829,0.7680931461837922,0.019999440016631665
2016Q2,4900,1000,554,158.042,70.28359923611522,0.6410563213067451,142.7981854730753,84.89405370304226,0.8043746745402686,0.7763648676223588,0.02251300802477798,70.4530897088029,0.6615523465703971,142.73285198555956,80.58204734554923,0.8019106782564053,0.768485878105755,0.02030870468047128
2016Q3,5041,1000,595,165.186,71.96899000541175,0.6391207154308454,137.93694672084507,86.99075366768575,0.8090836887771728,0.7831016930947904,0.023180797431404894,71.76566555467875,0.6632268907563025,142.12100840336134,82.691084878512,0.803144273352643,0.7723763387708026,0.02055518916574476
2016Q4,5161,1000,544,150.767,69.795300920217,0.6464135656549677,142.59942127838946,83.35835440765533,0.8037400768594437,0.7784567071793074,0.022643698884650884,70.50087086546006,0.6600735294117647,144.20955882352942,80.36316988938385,0.8005623388931201,0.7703777393310265,0.02099577282176266
2017Q1,5330,1000,559,157.598,68.86801960176415,0.6392126426804675,145.1579488452725,84.3670903301824,0.8029729031763765,0.7770392273610823,0.023297967928866598,69.80883980295681,0.6584257602862255,147.00894454382828,78.88381978932247,0.7988861431404295,0.768374899154653,0.021142716222424175
2017Q2,5245,1000,560,152.441,69.77408888059176,0.6415111146556303,144.81791610530698,84.5258099635764,0.8036816884087963,0.7759799962013576,0.022453045300296882,67.96723814923023,0.6549642857142857,147.6392857142857,78.72663268214872,0.7970970524560806,0.7627002801120448,0.020761262284477274
2017Q3,4987,1000,555,161.447,69.8646962752914,0.6423693966596914,138.91986876142477,84.52074427561048,0.8045822504804122,0.7801364629572816,0.022659240232542385,70.81377370080251,0.6585765765765765,144.24504504504503,80.28412707324351,0.7994285273032243,0.7671132308779368,0.02103751322993999
2017Q4,4714,1000,584,165.519,69.87327349606325,0.6366816055596348,139.33156452308026,84.69359009438796,0.8053621384901319,0.7777205541808584,0.02373864377152691,71.48256865846345,0.6600171232876713,144.48287671232876,81.39699136960715,0.8003213372219542,0.7667499328498523,0.020850679847571024
