quarter,n,overall_cosine,within_topic_cosine,overall_cosine_lo,overall_cosine_hi,within_topic_cosine_lo,within_topic_cosine_hi
2010Q3,350,0.08576222583087506,0.3356748102050701,0.07984889104295097,0.09149573261384253,0.3137242356825272,0.3572706367270508
2010Q4,393,0.08262301492854443,0.2965070147478317,0.07755459528525399,0.08796560571272799,0.2792583249233357,0.31496555558764244
2011Q1,392,0.07357960951907437,0.3036543030786908,0.06847739930499784,0.07865951445851023,0.2859012770239963,0.32155127015485474
2011Q2,418,0.08004447616593309,0.2912430746579861,0.07526036634389238,0.08501765300315486,0.27474794260229163,0.31059184266399276
2011Q3,419,0.08308384812301314,0.29206538032268337,0.07734379907709198,0.08874592929121555,0.27276706830506886,0.31234698817796736
2011Q4,410,0.0725558454822375,0.31254398378017756,0.06798589449456258,0.07723340110162227,0.2959905441255233,0.3306144835210887
2012Q1,429,0.07415812300937907,0.30147335474436476,0.06938917451989236,0.07856454078761035,0.2856806777305019,0.31958908532026575
2012Q2,467,0.07342467488945804,0.3179936540133042,0.06932939929857497,0.07776527368408458,0.301352055940146,0.3342200594349928
2012Q3,461,0.07643921653959979,0.2945430756843488,0.0725939620834744,0.08042865828880771,0.2776579740587171,0.31149350893904726
2012Q4,428,0.07187952597265641,0.2877147054048146,0.06753611230998767,0.07621761760339041,0.27030142669574386,0.30636948256230234
2013Q1,416,0.07474596421963202,0.302055761842864,0.06997662136161972,0.07955021302426778,0.2864512113026559,0.32058059254961235
2013Q2,453,0.07730397249072994,0.27385210253094683,0.07316486968498026,0.08194137351464666,0.25892254650616764,0.2888177392740121
2013Q3,453,0.07185794343280948,0.30538623791581165,0.06791936076335404,0.07628941794565366,0.2900644182137803,0.32095205280766126
2013Q4,456,0.06926649615822218,0.2947184576177661,0.0653014219530876,0.07301827781168978,0.2796161849814175,0.3105837362056344
2014Q1,443,0.07334816798039792,0.28312560800751607,0.06934682684023505,0.07816000339837734,0.2661183358734931,0.2995884118907089
2014Q2,462,0.0751675571469078,0.3051281871338472,0.07111664575559791,0.07924865837144755,0.2874579825917583,0.3236899069838825
2014Q3,442,0.0709813567834963,0.2829905300616512,0.0665360772915075,0.07519627660242736,0.2656722877308725,0.300429789311162
