quarter,n,overall_cosine,within_topic_cosine,overall_cosine_lo,overall_cosine_hi,within_topic_cosine_lo,within_topic_cosine_hi
2010Q3,800,0.0815527700111404,0.3416667679732648,0.07681471319862404,0.08573842645439848,0.32660046366042994,0.35590725634860015
2010Q4,800,0.07170088849821962,0.3189042886823928,0.06767380512567982,0.07589447410488356,0.3055184316301654,0.33189781822688197
2011Q1,800,0.06709395898952064,0.3138648047052647,0.06313079015000068,0.07110085775167099,0.3012795710231012,0.3271780714008811
2011Q2,800,0.07084136818315574,0.32434517751549136,0.06638561186104198,0.0749447029988554,0.3092751399224991,0.33921447305090674
2011Q3,800,0.07382977577142662,0.3133869162970796,0.07005441569136905,0.07798041510854652,0.29855730269739417,0.3274128102258898
2011Q4,800,0.06261334509402898,0.3177536708529559,0.058814273524640824,0.06639264088720016,0.3042645392361027,0.3304425542351631
2012Q1,800,0.06688162992558622,0.3111006085231942,0.06316112392085226,0.07112359039660343,0.29778394734856933,0.3236381840809578
2012Q2,800,0.06286088234759175,0.32719853889231687,0.059580189212906524,0.06623721069232727,0.31282179864822923,0.3404823194027336
2012Q3,800,0.06545347755572799,0.31980831927320125,0.062093270506654245,0.06879165242441494,0.3062458812775681,0.3353619645682113
2012Q4,800,0.06233962207915412,0.30056107415606764,0.05906133967466631,0.06556602985791832,0.2882110023569365,0.31357879130904603
2013Q1,800,0.06305431490667347,0.3142079975189155,0.059891313102928494,0.06656164288346761,0.3016670534040519,0.32697410660834647
2013Q2,800,0.06742360333413785,0.3290441498481885,0.06402753916449952,0.07108223004283958,0.3160541290794643,0.34316515336166564
2013Q3,800,0.06379709839352726,0.3246211374980249,0.060659951019547055,0.06683233307779812,0.3124579104415148,0.3367785820000124
2013Q4,800,0.06236496059833923,0.3275531145185724,0.059460043248717134,0.06563537202366589,0.31576121281726977,0.339265071046574
2014Q1,800,0.05898662833158848,0.3222574144546971,0.05602671795328885,0.06216049342434714,0.3093993220298509,0.3359215232893386
2014Q2,800,0.0594160829309754,0.31459931810220937,0.05613191992170162,0.06259045559681363,0.3016882105078956,0.32729337291171245
2014Q3,800,0.06188098880590832,0.314628994477957,0.058511494187288036,0.06500485216770398,0.30232414692308635,0.32828419640866063
2014Q4,800,0.0578067614173774,0.3159318962554959,0.054682019593999605,0.06071746342008535,0.30315826383838335,0.32857808135332145
2015Q1,800,0.060648523884720064,0.3185600330666885,0.05770575071857031,0.06389603896392412,0.3062367863586794,0.330974980924944
