quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim,sem_pairwise_cosine_lo,sem_pairwise_cosine_hi,lc_sem_pairwise_cosine_lo,lc_sem_pairwise_cosine_hi
2014Q4,472,472,362,0.1587893867920144,0.839428387332545,71.83962222566687,0.17549548972723172,0.822226873504059,69.89636249878811,0.1502296563645557,0.1683608996413019,0.16505589972561188,0.18616521478627024
2015Q1,537,537,372,0.1338770175567622,0.8645100904833808,76.34773883271748,0.14989647780337836,0.8478182976745877,74.28852930304647,0.125810173869324,0.14222180025927175,0.14028987577146568,0.15910195168848337
2015Q2,707,707,438,0.13997018798933578,0.8588133624887255,76.42760441304803,0.15787638806211432,0.8402009552896257,69.70935532848584,0.13261304452035513,0.1475392288370728,0.14871226193752868,0.16690275487391892
2015Q3,550,550,379,0.12389605923036782,0.8745110245136873,75.39988050375587,0.1450769012381786,0.8526673649920014,69.5095596937783,0.11653814257972371,0.13195237666768142,0.13515998999516068,0.1549906725603923
2015Q4,709,709,488,0.14498057985437957,0.8538134689183347,73.75012837535367,0.16684300643807132,0.8314497046406952,66.68471524335294,0.13814046819762726,0.15259740996589571,0.15812960653147076,0.1759388292122996
2016Q1,552,552,367,0.13433822754699404,0.8640935446043592,77.64514912160232,0.15816153753354634,0.8395446246940654,70.11005186865009,0.12644922316840143,0.1428324896240363,0.1490437122175265,0.1682932365377183
2016Q2,474,474,337,0.1333191111838969,0.8648524481223983,73.81455984820354,0.14478302019643444,0.8526792439584512,67.77333142245445,0.1244180707803283,0.14211527914086852,0.13456894146679407,0.15486367851337074
2016Q3,423,423,252,0.13998990121458443,0.8579769779845045,70.76122763302286,0.1739741492821827,0.822747970357826,61.023424496128236,0.13125164152389582,0.1502442273822313,0.16221162227947658,0.1864738725893096
2016Q4,502,502,319,0.13647619497204252,0.8618036380856707,71.90089288483082,0.16280365786530226,0.8345719021907019,63.837670375273,0.12740946605237252,0.14563742566298954,0.1509849011866179,0.17372163722850345
2017Q1,504,504,327,0.14256190547339065,0.8557368284660407,72.25710141401001,0.15702232164411792,0.8403997649664146,65.9897796133353,0.13396107037838617,0.15068184475246857,0.14578440908453374,0.1677653912134248
2017Q2,572,572,394,0.13035940329208687,0.8681202460143678,76.48301813833938,0.15432875527389528,0.8435248710085258,70.62641881554282,0.1221498093997477,0.1393386332260218,0.14515038857659332,0.16352939428615026
2017Q3,541,541,377,0.13338911379317797,0.865009017655608,75.98721940270181,0.1536331217713976,0.8441218732465636,71.48865993478822,0.12534920095817748,0.14166154627474128,0.1452350252842135,0.16169825897714982
2017Q4,513,513,298,0.12724429981755978,0.8710544220144433,76.417248456577,0.14905711759044715,0.8480873693813329,68.71840991012941,0.11946461431408412,0.1353271420468123,0.1388253541578164,0.15890126949466477
2018Q1,527,527,364,0.13880833134456994,0.8595575288667101,77.60754018189914,0.15323807119101795,0.8444356597737925,71.99341890316576,0.13115423936625048,0.14630988313140736,0.14397075099558007,0.1625035122922472
2018Q2,566,566,369,0.1387230847253436,0.859755224611627,74.84852565842364,0.15348692951723197,0.8442189971210261,69.92787930060602,0.13099596299154032,0.1471841253453577,0.1442463736682946,0.1635550039264134
2018Q3,457,457,309,0.13522382294131088,0.8628838878309896,75.81000840644687,0.15640154935245018,0.8408683585742568,69.21048701551008,0.12564572663366694,0.14454386285629262,0.14609342101720685,0.1670228137461116
2018Q4,526,526,309,0.14121211355301405,0.8571552098567825,74.0145384706426,0.16254095663531243,0.8347488199233779,65.79335010274553,0.13266343722478569,0.14995965746070203,0.1514840441437843,0.17371141939171864
2019Q1,471,471,272,0.12755111213962006,0.870596554765135,70.2291853218071,0.1518243343729033,0.8450573727387618,61.990850107691635,0.11881908379466632,0.13550005869895287,0.14265583304766602,0.16248038905184026
2019Q2,570,570,374,0.13500286558571464,0.8634795955819796,74.86696369603382,0.14950561690731154,0.8482203339400343,69.63273915160045,0.12720038371304943,0.1431953975725941,0.14017241501814803,0.1589264195944361
2019Q3,405,405,246,0.14408985350369669,0.8537967881098927,68.28925266117946,0.16579309501625691,0.8308158200041343,60.61164949391413,0.13443837869861805,0.15339122952883533,0.15500686540438177,0.17703141525927069
2019Q4,523,523,308,0.12886096347837622,0.8694733787080069,76.1889896828624,0.15030280728996886,0.8469384355908427,70.23768329942118,0.119933814262869,0.13708374887834268,0.139404737934852,0.1604763612336679
2020Q1,496,496,345,0.12406183774604942,0.8741721578945676,74.04778545761788,0.14420511791852147,0.85331431720588,68.2091711028174,0.11579231852279438,0.1324100754065921,0.13495906931284668,0.15458319222780426
2020Q2,698,698,485,0.12945981409938784,0.8692929936572016,77.95504244935074,0.14581155867213563,0.852427228046776,75.64054521407814,0.1228026831838538,0.13661800152550657,0.13729119397148065,0.15415023832679148
