quarter,n,n_sample,n_topics,p_within,overall_cosine,within_cosine,between_cosine,mc_overall_cosine,mc_between_cosine,between_centroid_cosine,eff_topics,topic_entropy,comp_jsd
2014Q4,472,472,46,0.03352945410054338,0.1587893867920144,0.3478696204715858,0.15222968660934713,-0.0020290565292961932,-0.009087298128055414,0.30187426701044945,35.21096542269055,3.561357551782563,0.09261911434350004
2015Q1,537,537,50,0.02415992662386392,0.1338770175567622,0.34273612681757676,0.1287060670166711,-0.0017793897573783633,-0.007657426907954699,0.30645032361775537,43.49423617159466,3.7726284275130775,0.03664761722742448
2015Q2,707,707,50,0.025075028749333858,0.13997018798933578,0.3413154565163742,0.13479159625588047,-0.0013147320204540808,-0.006913140223193326,0.31546724224771977,43.172770326066875,3.765209979990859,0.022899288838521426
2015Q3,550,550,50,0.023368107302533532,0.12389605923036782,0.33152198954475137,0.11892814342232055,-0.0017311410375519243,-0.0073607100488618715,0.2831637596572502,44.06877089078102,3.785751388534876,0.029491476017615637
2015Q4,709,709,50,0.02380212442128246,0.14498057985437957,0.3605047201980668,0.13972556697985428,-0.0013185639102669161,-0.007147916409158333,0.30574474950062813,43.71130556586121,3.777606777243188,0.025790551015709613
2016Q1,552,552,50,0.02265972277019385,0.13433822754699404,0.3241866077679868,0.1299365756715884,-0.0017356235818822426,-0.006673162735392793,0.31067929845190834,44.7001830885903,3.7999775975527523,0.021527862593929283
2016Q2,474,474,50,0.02339854238588416,0.1333191111838969,0.33072676380400895,0.12858939130572455,-0.002037165999324653,-0.007287615339659909,0.27093769853597066,43.23028107409158,3.7665412004879566,0.034335781171758825
2016Q3,423,423,49,0.023214905941536978,0.13998990121458443,0.334795802423808,0.135360018243461,-0.0022551070733705515,-0.007372430464912196,0.28148724055853624,43.101523051786465,3.763558334113799,0.0373216296481468
2016Q4,502,502,50,0.021455097772582324,0.13647619497204252,0.35567491688477404,0.13167015081447994,-0.0018967521861179464,-0.007284862522043614,0.2943927079325274,45.89066048317723,3.8262616210505467,0.0188800700151108
2017Q1,504,504,50,0.02223168922970116,0.14256190547339065,0.3580236094005057,0.1376629149969701,-0.001895676756404233,-0.007403335114263852,0.29658499278845984,44.87985634584319,3.8039890603591218,0.023200033006956503
2017Q2,572,572,50,0.022264950461097572,0.13035940329208687,0.3293485325921175,0.12582802937002943,-0.001650384103517865,-0.006705619455003801,0.2912275930364158,45.13366033590555,3.809628317040219,0.02523903933471202
2017Q3,541,541,49,0.023803655781474635,0.13338911379317797,0.31843317077902905,0.1288769835614008,-0.001786510556519951,-0.006853553598702025,0.2976905454386779,42.90876650997589,3.75907615260974,0.0322586633266862
2017Q4,513,513,50,0.021419651559454193,0.12724429981755978,0.3252672634445696,0.12290987506805366,-0.0018771355268720532,-0.006782051582918213,0.28809191696383396,45.79846239134274,3.824250518315154,0.02137557979502852
2018Q1,527,527,50,0.02305899668833558,0.13880833134456994,0.3282488991009397,0.13433691555823002,-0.0018236482252838812,-0.006836241786988626,0.2987635552016631,44.01157914754675,3.7844527617413433,0.03300610516524531
