quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim,sem_pairwise_cosine_lo,sem_pairwise_cosine_hi,lc_sem_pairwise_cosine_lo,lc_sem_pairwise_cosine_hi
2010Q3,1356,800,316,0.06439624959268064,0.9344342457193102,75.31617614770393,0.060590999578404484,0.9364361871291221,63.27348925919879,0.06075069268618324,0.06844486894788915,0.05588378130882108,0.06568319506839446
2010Q4,1201,800,397,0.06696824362521343,0.931865466679318,73.46686278092628,0.06585225809114233,0.9317947249267196,67.11149392805176,0.06323153897540314,0.07087936776929864,0.06078158218724059,0.07108634542181452
2011Q1,1066,800,381,0.06461891291938206,0.9342118607217672,73.53364430020768,0.06614691007503655,0.9314020319461578,64.06342330656925,0.060835796054111595,0.06843147711187855,0.06067387525516993,0.0719122075442144
2011Q2,1118,800,383,0.06394637682856731,0.9348835561424684,73.42535324502678,0.06234556088205182,0.9352062552038021,63.20399554891797,0.0599632618718147,0.06813630653766463,0.05751826458537273,0.06756403602592183
2011Q3,1122,800,394,0.060345882039464754,0.9384795503130846,70.95186744226197,0.05956779697730284,0.9380453192586802,63.779231852509824,0.057093210471098804,0.06375642254641564,0.05515455009257736,0.0643660627185402
2011Q4,1077,800,417,0.05430493375358088,0.9445129474136111,70.49774165686118,0.05637706270319133,0.9413600525550897,63.93906194748792,0.05152486633713353,0.05733178841683928,0.052577994782217315,0.06047315868604879
2012Q1,1322,800,401,0.05696991249548958,0.9418512998951298,69.74764535202299,0.056053708148672644,0.9415923110736433,62.545365157671014,0.053871130789572015,0.06013456502433959,0.0522039627566359,0.059746237204163145
2012Q2,1121,800,399,0.0534187071615719,0.9453980662223801,70.89776943901454,0.05216548155681441,0.9454589933343054,63.74977934908494,0.050460591977905964,0.05675219751084363,0.048690411052715224,0.055832610969665804
2012Q3,1348,800,420,0.060259929302088316,0.9385653956095393,70.92478317736376,0.05925347511184799,0.9385066522098469,63.49411179577258,0.056875281927777126,0.06408250364499309,0.05498996534350676,0.0639845001612674
2012Q4,1386,800,439,0.05651949930453941,0.9423011500695913,67.70257463823954,0.05834606438102571,0.9395089380435324,61.63901468197874,0.05318510965427132,0.06011224729155968,0.05447552962815393,0.062292376539317754
2013Q1,1371,800,407,0.05369751438582632,0.945119607507156,69.501689480212,0.05561061788731445,0.9420690150804677,62.029010373675405,0.050776883176511384,0.056928117557793236,0.05155573934439811,0.05908868061423708
2013Q2,1456,800,377,0.05949110714095585,0.9393332567429703,72.3413122586518,0.05971019668956982,0.9377956659011187,63.34271720385515,0.05618251302870674,0.06317834241177964,0.05558882605280966,0.06373158713853173
2013Q3,1585,800,395,0.05382412518391992,0.94499315497256,70.40484071825954,0.05330928510111692,0.9442940295447086,61.191611780266946,0.05082421430445583,0.05728952465419489,0.049643589514407296,0.05741092007206176
2013Q4,1610,800,435,0.05603239303013177,0.9427876474611558,68.91926932909348,0.05801774018517017,0.9398167833554854,61.382154098992935,0.05290471987504819,0.05943979279798044,0.054385981351218395,0.06217954235197631
2014Q1,1687,800,438,0.05278955833904864,0.9460264286088752,70.96407805236453,0.058141576513519706,0.9397080617890226,64.11039167891491,0.04981766196751612,0.05584270894306448,0.05441076222125393,0.06240408384905435
