corpus,metric,n_quarters,pre_slope,pre_slope_p,level_jump,level_jump_p,slope_change,slope_change_p,post_slope,mk_tau_full,mk_p_full,mk_tau_post,mk_p_post,theil_slope_full,prepost_diff,prepost_diff_lo,prepost_diff_hi,prepost_p
arXiv (CS),sem_pairwise_cosine,42,0.001063195893357168,7.14683515902828e-27,-0.0033827576563184823,0.3499802803340054,0.0010527142546423599,0.0013685588814718137,0.002115910147999528,0.7328687572590012,8.008663149707773e-12,0.6190476190476191,0.0008364083878716816,0.0012718900130498122,0.02631335588667945,0.018934722013345236,0.03343871578744987,0.0
arXiv (CS),lc_sem_pairwise_cosine,42,0.0010739461237822974,5.7838268922054696e-30,-0.004528966570216897,0.16889368892912848,0.0012277833968376024,4.306488665093409e-05,0.0023017295206199,0.7560975609756098,1.7242646613634991e-12,0.6761904761904762,0.00019989992034469547,0.0013039322314143285,0.026618385807075456,0.019327219156496385,0.03376118196765893,0.0
