quarter,volume,n_sample,n_lc,sem_pairwise_cosine,sem_centroid_variance,sem_eff_dim,lc_sem_pairwise_cosine,lc_sem_centroid_variance,lc_sem_eff_dim,sem_pairwise_cosine_lo,sem_pairwise_cosine_hi,lc_sem_pairwise_cosine_lo,lc_sem_pairwise_cosine_hi
2016Q1,1075,800,684,0.09703231283204145,0.9018389775589986,70.93915613789079,0.09752898644006788,0.901151611493324,71.60982628937211,0.09235174549648024,0.10149664263234995,0.09318748628430568,0.10247414048337652
2016Q2,1082,800,676,0.09394480037525152,0.9049226306252175,67.49279851366575,0.09500862045076691,0.9036526349049295,66.42325005430752,0.08959871065704361,0.09805304995492012,0.09046548111502853,0.09975994223199476
2016Q3,1113,800,659,0.09816980136485476,0.9007029108868513,69.07984098083881,0.0962184713048828,0.902410084797249,67.31097456964544,0.09322007705826339,0.1030217607480524,0.09163922658254474,0.10090426032236825
2016Q4,1045,800,653,0.0989709283319204,0.8999027853284945,71.72896522658972,0.10017026807500003,0.8984517384611026,70.79563348989255,0.09451489657556696,0.10364357971353588,0.09507585726393067,0.10558557444595464
2017Q1,936,800,661,0.09486868342168366,0.9039999024325934,69.67369867093608,0.09485895538260497,0.9037716935665366,69.89871247542347,0.09095514635034947,0.09863609803050677,0.09087296624130625,0.09919589671074082
2017Q2,1052,800,687,0.1009295856902447,0.8979465762918681,62.579319890362214,0.10055508996734559,0.8981356743557509,61.73158423531292,0.09603794951539356,0.10592235150864064,0.09549311586390832,0.10614793746433546
2017Q3,1047,800,681,0.10408808498422337,0.894792025122007,69.88884052414738,0.10172896631366024,0.8969519866471528,69.29983670701574,0.09872435294484738,0.10934465132079309,0.09677509538844128,0.10725990460600111
2017Q4,989,800,685,0.09506146208097349,0.9038073647466277,70.76036551592584,0.0919099989863214,0.906764322180082,71.62702756480182,0.09050607341541937,0.09975379550384124,0.08700741169125654,0.09670706657900455
2018Q1,997,800,697,0.09872395957164007,0.9001494453778245,67.4028077966143,0.09824921568592207,0.9004570242218052,67.3312796849667,0.09418173442589908,0.10320301710866468,0.09389795448480126,0.10307946921572565
2018Q2,1010,800,724,0.11044440807815557,0.8884436474319422,66.87473385218176,0.10825549669822573,0.8905128119988712,66.99001119384761,0.10465769118427522,0.11653333837641998,0.10227883368453411,0.11500589692670056
