corpus,metric,n_quarters,pre_slope,pre_slope_p,level_jump,level_jump_p,slope_change,slope_change_p,post_slope,mk_tau_full,mk_p_full,mk_tau_post,mk_p_post,theil_slope_full,prepost_diff,prepost_diff_lo,prepost_diff_hi,prepost_p
PubMed (Oncology),sem_pairwise_cosine,42,0.0005423952165983638,4.693056175976712e-06,-0.0009076121774864443,0.6609915684674784,0.0008029255672707594,0.0009430699972195323,0.0013453207838691231,0.7259001161440186,1.2581808195268283e-11,0.561904761904762,0.0028582293753424705,0.0007426009632185103,0.016103166341975006,0.011829215614882784,0.020403971568792076,0.0
PubMed (Oncology),lc_sem_pairwise_cosine,42,0.0005072062520688568,2.346229462211728e-05,-0.0020346565279621837,0.37940565381744196,0.0006674202311358242,0.014034554723531635,0.001174626483204681,0.667828106852497,4.619933382195185e-10,0.5428571428571429,0.00414288160001619,0.0006171798258946826,0.013288616383434981,0.00912136963403469,0.017491829248886967,0.0
